"codes_1947","names_1947","codes_1948","names_1948","codes_1949","names_1949","codes_1950","names_1950","codes_1951","names_1951","codes_1952","names_1952","codes_1953","names_1953","codes_1954","names_1954","codes_1955","names_1955","codes_1956","names_1956","codes_1957","names_1957","codes_1958","names_1958","codes_1959","names_1959","codes_1960","names_1960","codes_1961","names_1961","codes_1962","names_1962","codes_1963","names_1963","codes_1964","names_1964","codes_1965","names_1965","codes_1966","names_1966","codes_1967","names_1967","codes_1968","names_1968","codes_1969","names_1969","codes_1970","names_1970","codes_1971","names_1971","codes_1972","names_1972","codes_1973","names_1973","codes_1974","names_1974","codes_1975","names_1975","codes_1976","names_1976","codes_1977","names_1977","codes_1978","names_1978","codes_1979","names_1979","codes_1980","names_1980","codes_1981","names_1981","codes_1982","names_1982","codes_1983","names_1983","codes_1984","names_1984","codes_1985","names_1985","codes_1986","names_1986","codes_1987","names_1987","codes_1988","names_1988","codes_1989","names_1989","codes_1990","names_1990","codes_1991","names_1991","codes_1992","names_1992","codes_1993","names_1993","codes_1994","names_1994","codes_1995","names_1995","codes_1996","names_1996","codes_1997","names_1997","codes_1998","names_1998","codes_1999","names_1999","codes_2000","names_2000","codes_2001","names_2001","codes_2002","names_2002","codes_2003","names_2003","codes_2004","names_2004","codes_2005","names_2005","codes_2006","names_2006","codes_2007","names_2007","codes_2008","names_2008","codes_2009","names_2009","codes_2010","names_2010","codes_2011","names_2011","codes_2012","names_2012","codes_2013","names_2013","codes_2014","names_2014","codes_2015","names_2015","codes_2016","names_2016","codes_2017","names_2017","codes_2018","names_2018","codes_2019","names_2019","codes_2020","names_2020","codes_2021","names_2021","codes_2022","names_2022","codes_2023","names_2023","codes_2024","names_2024","codes_2025","names_2025"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"331-2","Primary Iron and Steel","331-2","Primary Iron and Steel","331-2","Primary Iron and Steel","331-2","Primary Iron and Steel","331-2","Primary Iron and Steel","331-2","Primary Iron and Steel","331-2","Primary Iron and Steel","331-2","Primary Iron and Steel","33.1-33.2","Iron and Steel","331","Primaary Iron and Steel","331","Primaary Iron and Steel","331","Primaary Iron and Steel","331","Primaary Iron and Steel",,,,,,,,,,,,,"55.-59.","All Other Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","33.1-33.2","Iron and Steel","33.1-33.2","Iron and Steel","33.1-33.2","Iron and Steel","33.1-33.2","Iron and Steel","33.1-33.2","Iron and Steel","33.1-33.2","Iron and Steel","33.1-33.2","Iron and Steel","33.1-33.2","Iron and Steel","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","512","Motion Picture and Sound Recording","513","Publishing Industries","513","Publishing Industries","513","Publishing Industries"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333-6","Primary Nonferrous Metals","333-6","Primary Nonferrous Metals","333-6","Primary Nonferrous Metals","333-6","Primary Nonferrous Metals","333-6","Primary Nonferrous Metals","333-6","Primary Nonferrous Metals","333-6","Primary Nonferrous Metals","333-6","Primary Nonferrous Metals","33.5-33.6","Nonferrous Metals","333","Primary Nonferrous Metals","333","Primary Nonferrous Metals","333","Primary Nonferrous Metals","333","Primary Nonferrous Metals",,,,,,,,,,,,,,,"55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade",,,,,,,,,,,,,,,"33.5-33.6","Nonferrous Metals","33.5-33.6","Nonferrous Metals","33.5-33.6","Nonferrous Metals","33.5-33.6","Nonferrous Metals","33.5-33.6","Nonferrous Metals","33.5-33.6","Nonferrous Metals","33.5-33.6","Nonferrous Metals","33.5-33.6","Nonferrous Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","515","Broadcasting, except Internet","516","Broadcasting and Content Providers","516","Broadcasting and Content Providers","516","Broadcasting and Content Providers"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.-51.","All Wholesale Trade","50.-51.","All Wholesale Trade","50.-51.","All Wholesale Trade","50.-51.","All Wholesale Trade","50.-51.","All Wholesale Trade","50.-51.","All Wholesale Trade","50.-51.","All Wholesale Trade","50.-51.","All Wholesale Trade","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications","517","Telecommunications"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","53.-59.","All Retail Trade","371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information","519","All Other Information"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","55.-59.","All Other Retail Trade","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services","545","Computer Systems Design and Related Services"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services","546","Management and Technical Consulting Services"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services","547","Scientific Research and Development Services"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)","549","All Other Professional and Technical Services (except Legal Services)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals","CHEM(325,375,385)","Chemicals"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products","COMP(334,374,384)","Computer and Electronic Products"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals","PRIM(331,371,381)","Primary Metals"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","TDUR(321,327,331-335,337,339,","All Durable Manufacturing"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",,"371,374,376,381,384,386)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(511-512,515,517,519)","All Information","TINF(512-513,516-517,519)","All Information"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing","TMFG(311-386)","All Manufacturing"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining","TMIN","All Mining"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing","TNDU(311-313,315,","All Nondurable Manufacturing"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",,"322-326,375,385)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment","TRAN(376,386)","Transportation Equipment"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)","n/a","(residual included in Transportation Equipment)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,448,450)","All Retail Trade","TRET(445,450,458)","All Retail Trade"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade","TWHS(421,422)","All Wholesale Trade"
