"year","nna_code","industry","item","share_in_output","gross_output","imputed_share"
1984,"56","Administrative, support, and other business services","Intermediate inputs",0.33936170212766,94,FALSE
1984,"61","Educational services","Compensation of employees",0.50552443199502,45.9,TRUE
1984,"61","Educational services","Gross operating surplus",0.051937441643324,45.9,TRUE
1984,"61","Educational services","Taxes on production and imports less subsidies",0.0242374727668845,45.9,TRUE
1984,"61","Educational services","Intermediate inputs",0.418300653594771,45.9,FALSE
1984,"621","Ambulatory health care services","Compensation of employees",0.515557399856352,117.1,TRUE
1984,"621","Ambulatory health care services","Gross operating surplus",0.202261750583924,117.1,TRUE
1984,"621","Ambulatory health care services","Taxes on production and imports less subsidies",0.00720219883384892,117.1,TRUE
1984,"621","Ambulatory health care services","Intermediate inputs",0.274978650725875,117.1,FALSE
1984,"622HO","Hospitals and nursing and residential care facilities","Compensation of employees",0.501717922191918,147,TRUE
1984,"622HO","Hospitals and nursing and residential care facilities","Gross operating surplus",0.0609266748173924,147,TRUE
1984,"622HO","Hospitals and nursing and residential care facilities","Taxes on production and imports less subsidies",0.0127151321358036,147,TRUE
1984,"622HO","Hospitals and nursing and residential care facilities","Intermediate inputs",0.425170068027211,147,FALSE
1984,"624","Social assistance","Compensation of employees",0.497734496517211,18.6,TRUE
1984,"624","Social assistance","Gross operating surplus",0.112767971867181,18.6,TRUE
1984,"624","Social assistance","Taxes on production and imports less subsidies",0.00777710150808142,18.6,TRUE
1984,"624","Social assistance","Intermediate inputs",0.381720430107527,18.6,FALSE
1984,"71","All recreation industries","Compensation of employees",0.315143088865717,41.1,TRUE
1984,"71","All recreation industries","Gross operating surplus",0.252114471092573,41.1,TRUE
1984,"71","All recreation industries","Taxes on production and imports less subsidies",0.0537597033947399,41.1,TRUE
1984,"71","All recreation industries","Intermediate inputs",0.37712895377129,41.1,FALSE
1984,"721","Accomodation","Compensation of employees",0.3697012663179,45.2,TRUE
1984,"721","Accomodation","Gross operating surplus",0.171832982936489,45.2,TRUE
1984,"721","Accomodation","Taxes on production and imports less subsidies",0.0867843348164083,45.2,TRUE
1984,"721","Accomodation","Intermediate inputs",0.371681415929204,45.2,FALSE
1984,"722","Food services and drinking places","Compensation of employees",0.320773576521868,141.5,TRUE
1984,"722","Food services and drinking places","Gross operating surplus",0.097551892681069,141.5,TRUE
1984,"722","Food services and drinking places","Taxes on production and imports less subsidies",0.0614003089227905,141.5,TRUE
1984,"722","Food services and drinking places","Intermediate inputs",0.520848056537103,141.5,FALSE
1984,"81","Other services, except government","Compensation of employees",0.41272563010491,143.2,TRUE
1984,"81","Other services, except government","Gross operating surplus",0.238711580655272,143.2,TRUE
1984,"81","Other services, except government","Taxes on production and imports less subsidies",0.0250981802090824,143.2,TRUE
1984,"81","Other services, except government","Intermediate inputs",0.324022346368715,143.2,FALSE
1984,"G","All government","Compensation of employees",0.538506899722118,817.7,TRUE
1984,"G","All government","Gross operating surplus",0.164546556861343,817.7,TRUE
1984,"G","All government","Taxes on production and imports less subsidies",-0.00681020442274577,817.7,TRUE
1984,"G","All government","Intermediate inputs",0.303656597774245,817.7,FALSE
1985,"111CA","Farms","Compensation of employees",0.0652822614495806,147.7,TRUE
1985,"111CA","Farms","Gross operating surplus",0.436835557997726,147.7,TRUE
1985,"111CA","Farms","Taxes on production and imports less subsidies",-0.0708381985942258,147.7,TRUE
1985,"111CA","Farms","Intermediate inputs",0.56872037914692,147.7,FALSE
1985,"113FF","Forestry, fishing, and related activities","Compensation of employees",0.201144036009002,24.8,TRUE
1985,"113FF","Forestry, fishing, and related activities","Gross operating surplus",0.318735933983496,24.8,TRUE
1985,"113FF","Forestry, fishing, and related activities","Taxes on production and imports less subsidies",0.0123780945236309,24.8,TRUE
1985,"113FF","Forestry, fishing, and related activities","Intermediate inputs",0.467741935483871,24.8,FALSE
1985,"211","Oil and gas extraction","Compensation of employees",0.167048521133053,117.8,TRUE
1985,"211","Oil and gas extraction","Gross operating surplus",0.373557322848718,117.8,TRUE
1985,"211","Oil and gas extraction","Taxes on production and imports less subsidies",0.0854972745956572,117.8,TRUE
1985,"211","Oil and gas extraction","Intermediate inputs",0.375212224108659,117.8,FALSE
1985,"212","Mining, except oil and gas","Compensation of employees",0.284319764962328,44.9,TRUE
1985,"212","Mining, except oil and gas","Gross operating surplus",0.108989243235559,44.9,TRUE
1985,"212","Mining, except oil and gas","Taxes on production and imports less subsidies",0.0521252902430934,44.9,TRUE
1985,"212","Mining, except oil and gas","Intermediate inputs",0.55456570155902,44.9,FALSE
1985,"23","Construction","Compensation of employees",0.284145852917495,462.6,TRUE
1985,"23","Construction","Gross operating surplus",0.12272080026337,462.6,TRUE
1985,"23","Construction","Taxes on production and imports less subsidies",0.00434242831701155,462.6,TRUE
1985,"23","Construction","Intermediate inputs",0.588413316039775,462.6,FALSE
1985,"22","Utilities","Compensation of employees",0.158626775095372,177.2,TRUE
1985,"22","Utilities","Gross operating surplus",0.390701317437475,177.2,TRUE
1985,"22","Utilities","Taxes on production and imports less subsidies",0.0923197629976278,177.2,TRUE
1985,"22","Utilities","Intermediate inputs",0.358352144469526,177.2,FALSE
1985,"321","Wood products","Compensation of employees",0.235182669621792,42.6,TRUE
1985,"321","Wood products","Gross operating surplus",0.118502895545864,42.6,TRUE
1985,"321","Wood products","Taxes on production and imports less subsidies",0.00546936440980911,42.6,TRUE
1985,"321","Wood products","Intermediate inputs",0.640845070422535,42.6,FALSE
1985,"327","Nonmetallic mineral products","Compensation of employees",0.308029877214867,52.6,TRUE
1985,"327","Nonmetallic mineral products","Gross operating surplus",0.146680893911841,52.6,TRUE
1985,"327","Nonmetallic mineral products","Taxes on production and imports less subsidies",0.00916755586949007,52.6,TRUE
1985,"327","Nonmetallic mineral products","Intermediate inputs",0.536121673003802,52.6,FALSE
1985,"331","Primary metals","Compensation of employees",0.232491898345557,106.6,TRUE
1985,"331","Primary metals","Gross operating surplus",0.054067883336176,106.6,TRUE
1985,"331","Primary metals","Taxes on production and imports less subsidies",0.0108135766672352,106.6,TRUE
1985,"331","Primary metals","Intermediate inputs",0.702626641651032,106.6,FALSE
1985,"332","Fabricated metal products","Compensation of employees",0.31920279182622,144.1,TRUE
1985,"332","Fabricated metal products","Gross operating surplus",0.136326192342448,144.1,TRUE
1985,"332","Fabricated metal products","Taxes on production and imports less subsidies",0.00665005816304624,144.1,TRUE
1985,"332","Fabricated metal products","Intermediate inputs",0.537820957668286,144.1,FALSE
1985,"333","Machinery","Compensation of employees",0.346657477601654,145.1,TRUE
1985,"333","Machinery","Gross operating surplus",0.125430737422467,145.1,TRUE
1985,"333","Machinery","Taxes on production and imports less subsidies",0.00758097863542385,145.1,TRUE
1985,"333","Machinery","Intermediate inputs",0.520330806340455,145.1,FALSE
1985,"334","Computer and electronic products","Compensation of employees",0.304426834167184,208.5,TRUE
1985,"334","Computer and electronic products","Gross operating surplus",0.119674250447358,208.5,TRUE
1985,"334","Computer and electronic products","Taxes on production and imports less subsidies",0.00611474272358762,208.5,TRUE
1985,"334","Computer and electronic products","Intermediate inputs",0.56978417266187,208.5,FALSE
1985,"335","Electrical equipment, appliances, and components","Compensation of employees",0.32256371814093,66.7,TRUE
1985,"335","Electrical equipment, appliances, and components","Gross operating surplus",0.168174246210228,66.7,TRUE
1985,"335","Electrical equipment, appliances, and components","Taxes on production and imports less subsidies",0.00689238713976345,66.7,TRUE
1985,"335","Electrical equipment, appliances, and components","Intermediate inputs",0.503748125937031,66.7,FALSE
1985,"3361MV","Motor vehicles, bodies and trailers, and parts","Compensation of employees",0.205710677142732,231.2,TRUE
1985,"3361MV","Motor vehicles, bodies and trailers, and parts","Gross operating surplus",0.0957987353013972,231.2,TRUE
1985,"3361MV","Motor vehicles, bodies and trailers, and parts","Taxes on production and imports less subsidies",0.00384905632907399,231.2,TRUE
1985,"3361MV","Motor vehicles, bodies and trailers, and parts","Intermediate inputs",0.695069204152249,231.2,FALSE
1985,"3364OT","Other transportation equipment","Compensation of employees",0.2937726039783,118.5,TRUE
1985,"3364OT","Other transportation equipment","Gross operating surplus",0.175418173598553,118.5,TRUE
1985,"3364OT","Other transportation equipment","Taxes on production and imports less subsidies",0.00493143459915612,118.5,TRUE
1985,"3364OT","Other transportation equipment","Intermediate inputs",0.526582278481013,118.5,FALSE
1985,"337","Furniture and related products","Compensation of employees",0.358750694240256,34.2,TRUE
1985,"337","Furniture and related products","Gross operating surplus",0.0980757293606456,34.2,TRUE
1985,"337","Furniture and related products","Taxes on production and imports less subsidies",0.00258094024633278,34.2,TRUE
1985,"337","Furniture and related products","Intermediate inputs",0.538011695906433,34.2,FALSE
1985,"339","Miscellaneous manufacturing","Compensation of employees",0.303196154494856,48.4,TRUE
1985,"339","Miscellaneous manufacturing","Gross operating surplus",0.160288412885816,48.4,TRUE
1985,"339","Miscellaneous manufacturing","Taxes on production and imports less subsidies",0.00772474278967786,48.4,TRUE
1985,"339","Miscellaneous manufacturing","Intermediate inputs",0.526859504132231,48.4,FALSE
1985,"311FT","Food and beverage and tobacco products","Compensation of employees",0.131117432146873,317.1,TRUE
1985,"311FT","Food and beverage and tobacco products","Gross operating surplus",0.100591200715783,317.1,TRUE
1985,"311FT","Food and beverage and tobacco products","Taxes on production and imports less subsidies",0.0322705875128667,317.1,TRUE
1985,"311FT","Food and beverage and tobacco products","Intermediate inputs",0.735730053610848,317.1,FALSE
1985,"313TT","Textile mills and textile product mills","Compensation of employees",0.24810986217048,56.4,TRUE
1985,"313TT","Textile mills and textile product mills","Gross operating surplus",0.0669744413220929,56.4,TRUE
1985,"313TT","Textile mills and textile product mills","Taxes on production and imports less subsidies",0.00608858557473572,56.4,TRUE
1985,"313TT","Textile mills and textile product mills","Intermediate inputs",0.677304964539007,56.4,FALSE
1985,"315AL","Apparel and leather and allied products","Compensation of employees",0.282696708325999,59.8,TRUE
1985,"315AL","Apparel and leather and allied products","Gross operating surplus",0.0803115648653406,59.8,TRUE
1985,"315AL","Apparel and leather and allied products","Taxes on production and imports less subsidies",0.00321246259461362,59.8,TRUE
1985,"315AL","Apparel and leather and allied products","Intermediate inputs",0.633779264214047,59.8,FALSE
1985,"322","Paper products","Compensation of employees",0.218902112267226,91.4,TRUE
1985,"322","Paper products","Gross operating surplus",0.146569240387621,91.4,TRUE
1985,"322","Paper products","Taxes on production and imports less subsidies",0.00761398651364266,91.4,TRUE
1985,"322","Paper products","Intermediate inputs",0.62691466083151,91.4,FALSE
1985,"323PPI","Printing, publishing, and related","Compensation of employees",0.322693809643815,124.9,TRUE
1985,"323PPI","Printing, publishing, and related","Gross operating surplus",0.168271664685509,124.9,TRUE
1985,"323PPI","Printing, publishing, and related","Taxes on production and imports less subsidies",0.00553980789088095,124.9,TRUE
1985,"323PPI","Printing, publishing, and related","Intermediate inputs",0.502802241793435,124.9,FALSE
1985,"324","Petroleum and coal products","Compensation of employees",0.0458967746880629,170.7,TRUE
1985,"324","Petroleum and coal products","Gross operating surplus",0.0658038094925239,170.7,TRUE
1985,"324","Petroleum and coal products","Taxes on production and imports less subsidies",0.00608270507914086,170.7,TRUE
1985,"324","Petroleum and coal products","Intermediate inputs",0.88166373755126,170.7,FALSE
1985,"325","Chemical products","Compensation of employees",0.166270844505733,205.2,TRUE
1985,"325","Chemical products","Gross operating surplus",0.199280497459077,205.2,TRUE
1985,"325","Chemical products","Taxes on production and imports less subsidies",0.00774300501374737,205.2,TRUE
1985,"325","Chemical products","Intermediate inputs",0.626705653021443,205.2,FALSE
1985,"326","Plastics and rubber products","Compensation of employees",0.266689637350332,74.1,TRUE
1985,"326","Plastics and rubber products","Gross operating surplus",0.130875470181181,74.1,TRUE
1985,"326","Plastics and rubber products","Taxes on production and imports less subsidies",0.00864271972894593,74.1,TRUE
1985,"326","Plastics and rubber products","Intermediate inputs",0.593792172739541,74.1,FALSE
1985,"42","Wholesale trade","Compensation of employees",0.403311082539946,363.8,TRUE
1985,"42","Wholesale trade","Gross operating surplus",0.164032267269313,363.8,TRUE
1985,"42","Wholesale trade","Taxes on production and imports less subsidies",0.177831807214192,363.8,TRUE
1985,"42","Wholesale trade","Intermediate inputs",0.255085211654755,363.8,FALSE
1985,"44RT","Retail trade","Compensation of employees",0.428038885969522,440,TRUE
1985,"44RT","Retail trade","Gross operating surplus",0.1468320415134,440,TRUE
1985,"44RT","Retail trade","Taxes on production and imports less subsidies",0.131924198633736,440,TRUE
1985,"44RT","Retail trade","Intermediate inputs",0.293409090909091,440,FALSE
1985,"481","Air transportation","Compensation of employees",0.217013171783928,53.8,TRUE
1985,"481","Air transportation","Gross operating surplus",0.0930056450502547,53.8,TRUE
1985,"481","Air transportation","Taxes on production and imports less subsidies",0.0487172426453715,53.8,TRUE
1985,"481","Air transportation","Intermediate inputs",0.641263940520446,53.8,FALSE
1985,"482","Rail transportation","Compensation of employees",0.523705959112658,33,TRUE
1985,"482","Rail transportation","Gross operating surplus",0.1278816876903,33,TRUE
1985,"482","Rail transportation","Taxes on production and imports less subsidies",-0.0152240104393214,33,TRUE
1985,"482","Rail transportation","Intermediate inputs",0.363636363636364,33,FALSE
1985,"483","Water transportation","Compensation of employees",0.161700262927257,16.3,TRUE
1985,"483","Water transportation","Gross operating surplus",0.0838445807770962,16.3,TRUE
1985,"483","Water transportation","Taxes on production and imports less subsidies",0.00598889862693544,16.3,TRUE
1985,"483","Water transportation","Intermediate inputs",0.748466257668712,16.3,FALSE
1985,"484","Truck transportation","Compensation of employees",0.389020421207793,68.6,TRUE
1985,"484","Truck transportation","Gross operating surplus",0.175188004252516,68.6,TRUE
1985,"484","Truck transportation","Taxes on production and imports less subsidies",0.0128814709009203,68.6,TRUE
1985,"484","Truck transportation","Intermediate inputs",0.424198250728863,68.6,FALSE
1985,"485","Transit and ground passenger transportation","Compensation of employees",0.279071834992888,15.2,TRUE
1985,"485","Transit and ground passenger transportation","Gross operating surplus",0.18172119487909,15.2,TRUE
1985,"485","Transit and ground passenger transportation","Taxes on production and imports less subsidies",0.0194701280227596,15.2,TRUE
1985,"485","Transit and ground passenger transportation","Intermediate inputs",0.519736842105263,15.2,FALSE
1985,"486","Pipeline transportation","Compensation of employees",0.148408788802878,20.3,TRUE
1985,"486","Pipeline transportation","Gross operating surplus",0.182656970834311,20.3,TRUE
1985,"486","Pipeline transportation","Taxes on production and imports less subsidies",0.0285401516928611,20.3,TRUE
1985,"486","Pipeline transportation","Intermediate inputs",0.640394088669951,20.3,FALSE
1985,"487OS","Other transportation and support activities","Compensation of employees",0.529391167330503,40.2,TRUE
1985,"487OS","Other transportation and support activities","Gross operating surplus",0.18076771567383,40.2,TRUE
1985,"487OS","Other transportation and support activities","Taxes on production and imports less subsidies",0.0236719627668111,40.2,TRUE
1985,"487OS","Other transportation and support activities","Intermediate inputs",0.266169154228856,40.2,FALSE
1985,"493","Warehousing and storage","Compensation of employees",0.73327615780446,10.6,TRUE
1985,"493","Warehousing and storage","Gross operating surplus",0.154802744425386,10.6,TRUE
1985,"493","Warehousing and storage","Taxes on production and imports less subsidies",0.008147512864494,10.6,TRUE
1985,"493","Warehousing and storage","Intermediate inputs",0.10377358490566,10.6,FALSE
1985,"512","Theaters, motion pictures, and sound recording","Compensation of employees",0.196969696969697,33,TRUE
1985,"512","Theaters, motion pictures, and sound recording","Gross operating surplus",0.482323232323232,33,TRUE
1985,"512","Theaters, motion pictures, and sound recording","Taxes on production and imports less subsidies",0.0151515151515152,33,TRUE
1985,"512","Theaters, motion pictures, and sound recording","Intermediate inputs",0.303030303030303,33,FALSE
1985,"513","Broadcasting and telecommunications","Compensation of employees",0.24085507987947,182,TRUE
1985,"513","Broadcasting and telecommunications","Gross operating surplus",0.370896583091705,182,TRUE
1985,"513","Broadcasting and telecommunications","Taxes on production and imports less subsidies",0.0733697197111831,182,TRUE
1985,"513","Broadcasting and telecommunications","Intermediate inputs",0.315384615384615,182,FALSE
1985,"51C54","Computer, data processing, internet publishing, and other information services","Compensation of employees",0.519005367510133,45.9,TRUE
1985,"51C54","Computer, data processing, internet publishing, and other information services","Gross operating surplus",0.144794975718407,45.9,TRUE
1985,"51C54","Computer, data processing, internet publishing, and other information services","Taxes on production and imports less subsidies",0.0112827253806551,45.9,TRUE
1985,"51C54","Computer, data processing, internet publishing, and other information services","Intermediate inputs",0.326797385620915,45.9,FALSE
1985,"521CI","Federal Reserve banks, credit intermediation, and related activities","Compensation of employees",0.266227180527383,191.4,TRUE
1985,"521CI","Federal Reserve banks, credit intermediation, and related activities","Gross operating surplus",0.324012925137978,191.4,TRUE
1985,"521CI","Federal Reserve banks, credit intermediation, and related activities","Taxes on production and imports less subsidies",0.0136209255153545,191.4,TRUE
1985,"521CI","Federal Reserve banks, credit intermediation, and related activities","Intermediate inputs",0.396551724137931,191.4,FALSE
1985,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Compensation of employees",0.316159197301586,72.2,TRUE
1985,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Gross operating surplus",0.123311358478331,72.2,TRUE
1985,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Taxes on production and imports less subsidies",0.0129801429977191,72.2,TRUE
1985,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Intermediate inputs",0.548476454293629,72.2,FALSE
1985,"524","Insurance carriers and related activities","Compensation of employees",0.316506617886638,190.6,TRUE
1985,"524","Insurance carriers and related activities","Gross operating surplus",0.063406127093184,190.6,TRUE
1985,"524","Insurance carriers and related activities","Taxes on production and imports less subsidies",0.0487336348732737,190.6,TRUE
1985,"524","Insurance carriers and related activities","Intermediate inputs",0.571353620146905,190.6,FALSE
1985,"531","Real estate","Compensation of employees",0.0437031746546677,560.3,TRUE
1985,"531","Real estate","Gross operating surplus",0.667758800973526,560.3,TRUE
1985,"531","Real estate","Taxes on production and imports less subsidies",0.113114099106199,560.3,TRUE
1985,"531","Real estate","Intermediate inputs",0.175263251829377,560.3,FALSE
1985,"532RL","Rental and leasing services and lessors of intangible assets","Compensation of employees",0.1466487652165,59.9,TRUE
1985,"532RL","Rental and leasing services and lessors of intangible assets","Gross operating surplus",0.585098644894402,59.9,TRUE
1985,"532RL","Rental and leasing services and lessors of intangible assets","Taxes on production and imports less subsidies",0.0478853110911019,59.9,TRUE
1985,"532RL","Rental and leasing services and lessors of intangible assets","Intermediate inputs",0.220367278797997,59.9,FALSE
1985,"5411","Legal services","Compensation of employees",0.389376040428831,64.7,TRUE
1985,"5411","Legal services","Gross operating surplus",0.293248830447964,64.7,TRUE
1985,"5411","Legal services","Taxes on production and imports less subsidies",0.0438048045482435,64.7,TRUE
1985,"5411","Legal services","Intermediate inputs",0.273570324574961,64.7,FALSE
1985,"5412OP","Miscellaneous professional, scientific, and technical services","Compensation of employees",0.387956344536254,181.4,TRUE
1985,"5412OP","Miscellaneous professional, scientific, and technical services","Gross operating surplus",0.249142128018037,181.4,TRUE
1985,"5412OP","Miscellaneous professional, scientific, and technical services","Taxes on production and imports less subsidies",0.00723461714752921,181.4,TRUE
1985,"5412OP","Miscellaneous professional, scientific, and technical services","Intermediate inputs",0.356119073869901,181.4,FALSE
1985,"55","Management of companies and public relations","Compensation of employees",0.562829346268327,94,TRUE
1985,"55","Management of companies and public relations","Gross operating surplus",0.142119115863742,94,TRUE
1985,"55","Management of companies and public relations","Taxes on production and imports less subsidies",0.0216472825487818,94,TRUE
1985,"55","Management of companies and public relations","Intermediate inputs",0.273404255319149,94,FALSE
1985,"56","Administrative, support, and other business services","Compensation of employees",0.456859435629511,106.2,TRUE
1985,"56","Administrative, support, and other business services","Gross operating surplus",0.187410213297773,106.2,TRUE
1985,"56","Administrative, support, and other business services","Taxes on production and imports less subsidies",0.0158056806395712,106.2,TRUE
1985,"56","Administrative, support, and other business services","Intermediate inputs",0.339924670433145,106.2,FALSE
1985,"61","Educational services","Compensation of employees",0.505627705627706,49.5,TRUE
1985,"61","Educational services","Gross operating surplus",0.0519480519480519,49.5,TRUE
1985,"61","Educational services","Taxes on production and imports less subsidies",0.0242424242424242,49.5,TRUE
1985,"61","Educational services","Intermediate inputs",0.418181818181818,49.5,FALSE
1985,"621","Ambulatory health care services","Compensation of employees",0.505462573506926,132.1,TRUE
1985,"621","Ambulatory health care services","Gross operating surplus",0.198301382155802,132.1,TRUE
1985,"621","Ambulatory health care services","Taxes on production and imports less subsidies",0.00706117681266951,132.1,TRUE
1985,"621","Ambulatory health care services","Intermediate inputs",0.289174867524603,132.1,FALSE
1985,"622HO","Hospitals and nursing and residential care facilities","Compensation of employees",0.504671626153168,157.9,TRUE
1985,"622HO","Hospitals and nursing and residential care facilities","Gross operating surplus",0.061285361148484,157.9,TRUE
1985,"622HO","Hospitals and nursing and residential care facilities","Taxes on production and imports less subsidies",0.0127899884135967,157.9,TRUE
1985,"622HO","Hospitals and nursing and residential care facilities","Intermediate inputs",0.421785940468651,157.9,FALSE
1985,"624","Social assistance","Compensation of employees",0.493651358727898,21.2,TRUE
1985,"624","Social assistance","Gross operating surplus",0.111842885961789,21.2,TRUE
1985,"624","Social assistance","Taxes on production and imports less subsidies",0.00771330248012341,21.2,TRUE
1985,"624","Social assistance","Intermediate inputs",0.386792452830189,21.2,FALSE
1985,"71","All recreation industries","Compensation of employees",0.320737670068027,44.8,TRUE
1985,"71","All recreation industries","Gross operating surplus",0.256590136054422,44.8,TRUE
1985,"71","All recreation industries","Taxes on production and imports less subsidies",0.0547140731292517,44.8,TRUE
1985,"71","All recreation industries","Intermediate inputs",0.366071428571429,44.8,FALSE
1985,"721","Accomodation","Compensation of employees",0.366295066931627,50.6,TRUE
1985,"721","Accomodation","Gross operating surplus",0.17024981984146,50.6,TRUE
1985,"721","Accomodation","Taxes on production and imports less subsidies",0.0859847574956871,50.6,TRUE
1985,"721","Accomodation","Intermediate inputs",0.377470355731225,50.6,FALSE
1985,"722","Food services and drinking places","Compensation of employees",0.329125539944893,149.3,TRUE
1985,"722","Food services and drinking places","Gross operating surplus",0.100091845779305,149.3,TRUE
1985,"722","Food services and drinking places","Taxes on production and imports less subsidies",0.0629989852846217,149.3,TRUE
1985,"722","Food services and drinking places","Intermediate inputs",0.508372404554588,149.3,FALSE
1985,"81","Other services, except government","Compensation of employees",0.400869604287161,161.6,TRUE
1985,"81","Other services, except government","Gross operating surplus",0.231854311668791,161.6,TRUE
1985,"81","Other services, except government","Taxes on production and imports less subsidies",0.0243772056661112,161.6,TRUE
1985,"81","Other services, except government","Intermediate inputs",0.343440594059406,161.6,FALSE
1985,"G","All government","Compensation of employees",0.534159400155092,892.4,TRUE
1985,"G","All government","Gross operating surplus",0.163218131756521,892.4,TRUE
1985,"G","All government","Taxes on production and imports less subsidies",-0.00675522395583898,892.4,TRUE
1985,"G","All government","Intermediate inputs",0.309278350515464,892.4,FALSE
1986,"111CA","Farms","Compensation of employees",0.0651364132748441,139.2,TRUE
1986,"111CA","Farms","Gross operating surplus",0.435859616488052,139.2,TRUE
1986,"111CA","Farms","Taxes on production and imports less subsidies",-0.0706799378088733,139.2,TRUE
1986,"111CA","Farms","Intermediate inputs",0.569683908045977,139.2,FALSE
1986,"113FF","Forestry, fishing, and related activities","Compensation of employees",0.202501096972356,26.5,TRUE
1986,"113FF","Forestry, fishing, and related activities","Gross operating surplus",0.320886353663888,26.5,TRUE
1986,"113FF","Forestry, fishing, and related activities","Taxes on production and imports less subsidies",0.0124616059675296,26.5,TRUE
1986,"113FF","Forestry, fishing, and related activities","Intermediate inputs",0.464150943396226,26.5,FALSE
1986,"211","Oil and gas extraction","Compensation of employees",0.170317903798233,69.7,TRUE
1986,"211","Oil and gas extraction","Gross operating surplus",0.380868383296836,69.7,TRUE
1986,"211","Oil and gas extraction","Taxes on production and imports less subsidies",0.087170580684135,69.7,TRUE
1986,"211","Oil and gas extraction","Intermediate inputs",0.362984218077475,69.7,FALSE
1986,"212","Mining, except oil and gas","Compensation of employees",0.273132112815438,43,TRUE
1986,"212","Mining, except oil and gas","Gross operating surplus",0.104700643245918,43,TRUE
1986,"212","Mining, except oil and gas","Taxes on production and imports less subsidies",0.0500742206828303,43,TRUE
1986,"212","Mining, except oil and gas","Intermediate inputs",0.572093023255814,43,FALSE
1986,"23","Construction","Compensation of employees",0.293441696582901,483,TRUE
1986,"23","Construction","Gross operating surplus",0.126735616464376,483,TRUE
1986,"23","Construction","Taxes on production and imports less subsidies",0.00448449104412407,483,TRUE
1986,"23","Construction","Intermediate inputs",0.574948240165631,483,FALSE
1986,"22","Utilities","Compensation of employees",0.181221266656312,160.7,TRUE
1986,"22","Utilities","Gross operating surplus",0.446352058709759,160.7,TRUE
1986,"22","Utilities","Taxes on production and imports less subsidies",0.105469611783899,160.7,TRUE
1986,"22","Utilities","Intermediate inputs",0.266957062850031,160.7,FALSE
1986,"321","Wood products","Compensation of employees",0.253851830318209,45.4,TRUE
1986,"321","Wood products","Gross operating surplus",0.127909836982043,45.4,TRUE
1986,"321","Wood products","Taxes on production and imports less subsidies",0.00590353093763277,45.4,TRUE
1986,"321","Wood products","Intermediate inputs",0.612334801762115,45.4,FALSE
1986,"327","Nonmetallic mineral products","Compensation of employees",0.326572928140997,54.9,TRUE
1986,"327","Nonmetallic mineral products","Gross operating surplus",0.155510918162379,54.9,TRUE
1986,"327","Nonmetallic mineral products","Taxes on production and imports less subsidies",0.00971943238514871,54.9,TRUE
1986,"327","Nonmetallic mineral products","Intermediate inputs",0.508196721311475,54.9,FALSE
1986,"331","Primary metals","Compensation of employees",0.254706513958482,101.6,TRUE
1986,"331","Primary metals","Gross operating surplus",0.0592340730136006,101.6,TRUE
1986,"331","Primary metals","Taxes on production and imports less subsidies",0.0118468146027201,101.6,TRUE
1986,"331","Primary metals","Intermediate inputs",0.674212598425197,101.6,FALSE
1986,"332","Fabricated metal products","Compensation of employees",0.324132325938412,143.4,TRUE
1986,"332","Fabricated metal products","Gross operating surplus",0.138431514202864,143.4,TRUE
1986,"332","Fabricated metal products","Taxes on production and imports less subsidies",0.00675275679038359,143.4,TRUE
1986,"332","Fabricated metal products","Intermediate inputs",0.53068340306834,143.4,FALSE
1986,"333","Machinery","Compensation of employees",0.331982860160026,141.5,TRUE
1986,"333","Machinery","Gross operating surplus",0.120121034888916,141.5,TRUE
1986,"333","Machinery","Taxes on production and imports less subsidies",0.00726006254823119,141.5,TRUE
1986,"333","Machinery","Intermediate inputs",0.540636042402827,141.5,FALSE
1986,"334","Computer and electronic products","Compensation of employees",0.303604746878859,207.2,TRUE
1986,"334","Computer and electronic products","Gross operating surplus",0.11935107696529,207.2,TRUE
1986,"334","Computer and electronic products","Taxes on production and imports less subsidies",0.00609823020990534,207.2,TRUE
1986,"334","Computer and electronic products","Intermediate inputs",0.570945945945946,207.2,FALSE
1986,"335","Electrical equipment, appliances, and components","Compensation of employees",0.325,68,TRUE
1986,"335","Electrical equipment, appliances, and components","Gross operating surplus",0.169444444444444,68,TRUE
1986,"335","Electrical equipment, appliances, and components","Taxes on production and imports less subsidies",0.00694444444444444,68,TRUE
1986,"335","Electrical equipment, appliances, and components","Intermediate inputs",0.5,68,FALSE
1986,"3361MV","Motor vehicles, bodies and trailers, and parts","Compensation of employees",0.208214291898256,234.9,TRUE
1986,"3361MV","Motor vehicles, bodies and trailers, and parts","Gross operating surplus",0.0969646598445103,234.9,TRUE
1986,"3361MV","Motor vehicles, bodies and trailers, and parts","Taxes on production and imports less subsidies",0.00389590151160979,234.9,TRUE
1986,"3361MV","Motor vehicles, bodies and trailers, and parts","Intermediate inputs",0.691358024691358,234.9,FALSE
1986,"3364OT","Other transportation equipment","Compensation of employees",0.295675459852407,129.7,TRUE
1986,"3364OT","Other transportation equipment","Gross operating surplus",0.176554411278775,129.7,TRUE
1986,"3364OT","Other transportation equipment","Taxes on production and imports less subsidies",0.00496337702390131,129.7,TRUE
