"year","code_industry","industry","aggregate","value"
1997,"315AL","Apparel and leather and allied products","Total Industry Output",87198
1997,"322","Paper products","Total Industry Output",149262
1997,"323PPI","Printing, publishing, and related","Total Industry Output",289127
1997,"324","Petroleum and coal products","Total Industry Output",175826
1997,"325","Chemical products","Total Industry Output",417636
1997,"326","Plastics and rubber products","Total Industry Output",158989
1997,"42","Wholesale trade","Total Industry Output",747134
1997,"44RT","Retail trade","Total Industry Output",857290
1997,"481","Air transportation","Total Industry Output",114082
1997,"482","Rail transportation","Total Industry Output",38153
1997,"483","Water transportation","Total Industry Output",24436
1997,"484","Truck transportation","Total Industry Output",162002
1997,"485","Transit and ground passenger transportation","Total Industry Output",24252
1997,"486","Pipeline transportation","Total Industry Output",24249
1997,"487OS","Other transportation and support activities","Total Industry Output",85459
1997,"493","Warehousing and storage","Total Industry Output",26342
1997,"512","Theaters, motion pictures, and sound recording","Total Industry Output",89502
1997,"513","Broadcasting and telecommunications","Total Industry Output",404110
1997,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",170063
1997,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",393802
1997,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",262105
1997,"524","Insurance carriers and related activities","Total Industry Output",349954
1997,"531","Real estate","Total Industry Output",1256100
1997,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",149879
1997,"5411","Legal services","Total Industry Output",155617
1997,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",520274
1997,"55","Management of companies and public relations","Total Industry Output",195160
1997,"56","Administrative, support, and other business services","Total Industry Output",350866
1997,"61","Educational services","Total Industry Output",113112
1997,"621","Ambulatory health care services","Total Industry Output",388047
1997,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",366512
1997,"624","Social assistance","Total Industry Output",61571
1997,"71","All recreation industries","Total Industry Output",127405
1997,"721","Accomodation","Total Industry Output",116530
1997,"722","Food services and drinking places","Total Industry Output",306982
1997,"81","Other services, except government","Total Industry Output",352088
1997,"G","All government","Total Industry Output",1665738
1998,"111CA","Farms","Total Intermediate",127802
1998,"113FF","Forestry, fishing, and related activities","Total Intermediate",21219
1998,"211","Oil and gas extraction","Total Intermediate",33858
1998,"212","Mining, except oil and gas","Total Intermediate",26516
1998,"23","Construction","Total Intermediate",409596
1998,"22","Utilities","Total Intermediate",104208
1998,"321","Wood products","Total Intermediate",64320
1998,"327","Nonmetallic mineral products","Total Intermediate",50814
1998,"331","Primary metals","Total Intermediate",117699
1998,"332","Fabricated metal products","Total Intermediate",142804
1998,"333","Machinery","Total Intermediate",163695
1998,"334","Computer and electronic products","Total Intermediate",272975
1998,"335","Electrical equipment, appliances, and components","Total Intermediate",73972
1998,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",325805
1998,"3364OT","Other transportation equipment","Total Intermediate",117190
1998,"337","Furniture and related products","Total Intermediate",38786
1998,"339","Miscellaneous manufacturing","Total Intermediate",60870
1998,"311FT","Food and beverage and tobacco products","Total Intermediate",400144
1998,"313TT","Textile mills and textile product mills","Total Intermediate",59580
1998,"315AL","Apparel and leather and allied products","Total Intermediate",55615
1998,"322","Paper products","Total Intermediate",97327
1998,"323PPI","Printing, publishing, and related","Total Intermediate",169065
1998,"324","Petroleum and coal products","Total Intermediate",86537
1998,"325","Chemical products","Total Intermediate",241394
1998,"326","Plastics and rubber products","Total Intermediate",101803
1998,"42","Wholesale trade","Total Intermediate",209337
1998,"44RT","Retail trade","Total Intermediate",264894
1998,"481","Air transportation","Total Intermediate",60244
1998,"482","Rail transportation","Total Intermediate",15938
1998,"483","Water transportation","Total Intermediate",18028
1998,"484","Truck transportation","Total Intermediate",88439
1998,"485","Transit and ground passenger transportation","Total Intermediate",10303
1998,"486","Pipeline transportation","Total Intermediate",14326
1998,"487OS","Other transportation and support activities","Total Intermediate",35835
1998,"493","Warehousing and storage","Total Intermediate",3857
1998,"512","Theaters, motion pictures, and sound recording","Total Intermediate",47905
1998,"513","Broadcasting and telecommunications","Total Intermediate",204921
1998,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",77940
1998,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",162968
1998,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",175067
1998,"524","Insurance carriers and related activities","Total Intermediate",137093
1998,"531","Real estate","Total Intermediate",367921
1998,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",57448
1998,"5411","Legal services","Total Intermediate",56432
1998,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",225457
1998,"55","Management of companies and public relations","Total Intermediate",82565
1998,"56","Administrative, support, and other business services","Total Intermediate",167227
1998,"61","Educational services","Total Intermediate",41790
1998,"621","Ambulatory health care services","Total Intermediate",149247
1998,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",157588
1998,"624","Social assistance","Total Intermediate",23283
1998,"71","All recreation industries","Total Intermediate",50680
1998,"721","Accomodation","Total Intermediate",48095
1998,"722","Food services and drinking places","Total Intermediate",161439
1998,"81","Other services, except government","Total Intermediate",135358
1998,"G","All government","Total Intermediate",539007
1998,"111CA","Farms","Total Value Added",80020
1998,"113FF","Forestry, fishing, and related activities","Total Value Added",20726
1998,"211","Oil and gas extraction","Total Value Added",39065
1998,"212","Mining, except oil and gas","Total Value Added",29004
1998,"23","Construction","Total Value Added",393412
1998,"22","Utilities","Total Value Added",163685
1998,"321","Wood products","Total Value Added",27513
1998,"327","Nonmetallic mineral products","Total Value Added",40841
1998,"331","Primary metals","Total Value Added",48958
1998,"332","Fabricated metal products","Total Value Added",111691
1998,"333","Machinery","Total Value Added",113780
1998,"334","Computer and electronic products","Total Value Added",191746
1998,"335","Electrical equipment, appliances, and components","Total Value Added",40569
1998,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",123851
1998,"3364OT","Other transportation equipment","Total Value Added",66829
1998,"337","Furniture and related products","Total Value Added",29655
1998,"339","Miscellaneous manufacturing","Total Value Added",55280
1998,"311FT","Food and beverage and tobacco products","Total Value Added",140007
1998,"313TT","Textile mills and textile product mills","Total Value Added",28085
1998,"315AL","Apparel and leather and allied products","Total Value Added",23428
1998,"322","Paper products","Total Value Added",55857
1998,"323PPI","Printing, publishing, and related","Total Value Added",146042
1998,"324","Petroleum and coal products","Total Value Added",50116
1998,"325","Chemical products","Total Value Added",180960
1998,"326","Plastics and rubber products","Total Value Added",61760
1998,"42","Wholesale trade","Total Value Added",562743
1998,"44RT","Retail trade","Total Value Added",626912
1998,"481","Air transportation","Total Value Added",55170
1998,"482","Rail transportation","Total Value Added",22202
1998,"483","Water transportation","Total Value Added",6479
1998,"484","Truck transportation","Total Value Added",85592
1998,"485","Transit and ground passenger transportation","Total Value Added",16162
1998,"486","Pipeline transportation","Total Value Added",9803
1998,"487OS","Other transportation and support activities","Total Value Added",59813
1998,"493","Warehousing and storage","Total Value Added",24776
1998,"512","Theaters, motion pictures, and sound recording","Total Value Added",48946
1998,"513","Broadcasting and telecommunications","Total Value Added",241838
1998,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",126482
1998,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",266960
1998,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",134238
1998,"524","Insurance carriers and related activities","Total Value Added",236737
1998,"531","Real estate","Total Value Added",959175
1998,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",112998
1998,"5411","Legal services","Total Value Added",113731
1998,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",340367
1998,"55","Management of companies and public relations","Total Value Added",139111
1998,"56","Administrative, support, and other business services","Total Value Added",231797
1998,"61","Educational services","Total Value Added",79943
1998,"621","Ambulatory health care services","Total Value Added",258580
1998,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",234220
1998,"624","Social assistance","Total Value Added",43018
1998,"71","All recreation industries","Total Value Added",82845
1998,"721","Accomodation","Total Value Added",75678
1998,"722","Food services and drinking places","Total Value Added",163569
1998,"81","Other services, except government","Total Value Added",248732
1998,"G","All government","Total Value Added",1191319
1998,"111CA","Farms","Total Industry Output",207822
1998,"113FF","Forestry, fishing, and related activities","Total Industry Output",41946
1998,"211","Oil and gas extraction","Total Industry Output",72923
1998,"212","Mining, except oil and gas","Total Industry Output",55520
1998,"23","Construction","Total Industry Output",803008
1998,"22","Utilities","Total Industry Output",267893
1998,"321","Wood products","Total Industry Output",91834
1998,"327","Nonmetallic mineral products","Total Industry Output",91655
1998,"331","Primary metals","Total Industry Output",166657
1998,"332","Fabricated metal products","Total Industry Output",254495
1998,"333","Machinery","Total Industry Output",277475
1998,"334","Computer and electronic products","Total Industry Output",464721
1998,"335","Electrical equipment, appliances, and components","Total Industry Output",114541
1998,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",449657
1998,"3364OT","Other transportation equipment","Total Industry Output",184019
1998,"337","Furniture and related products","Total Industry Output",68441
1998,"339","Miscellaneous manufacturing","Total Industry Output",116150
1998,"311FT","Food and beverage and tobacco products","Total Industry Output",540152
1998,"313TT","Textile mills and textile product mills","Total Industry Output",87665
1998,"315AL","Apparel and leather and allied products","Total Industry Output",79043
1998,"322","Paper products","Total Industry Output",153185
1998,"323PPI","Printing, publishing, and related","Total Industry Output",315107
1998,"324","Petroleum and coal products","Total Industry Output",136653
1998,"325","Chemical products","Total Industry Output",422354
1998,"326","Plastics and rubber products","Total Industry Output",163563
1998,"42","Wholesale trade","Total Industry Output",772080
1998,"44RT","Retail trade","Total Industry Output",891806
1998,"481","Air transportation","Total Industry Output",115414
1998,"482","Rail transportation","Total Industry Output",38140
1998,"483","Water transportation","Total Industry Output",24507
1998,"484","Truck transportation","Total Industry Output",174031
1998,"485","Transit and ground passenger transportation","Total Industry Output",26465
1998,"486","Pipeline transportation","Total Industry Output",24128
1998,"487OS","Other transportation and support activities","Total Industry Output",95648
1998,"493","Warehousing and storage","Total Industry Output",28633
1998,"512","Theaters, motion pictures, and sound recording","Total Industry Output",96851
1998,"513","Broadcasting and telecommunications","Total Industry Output",446759
1998,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",204423
1998,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",429928
1998,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",309305
1998,"524","Insurance carriers and related activities","Total Industry Output",373830
1998,"531","Real estate","Total Industry Output",1327094
1998,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",170446
1998,"5411","Legal services","Total Industry Output",170163
1998,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",565824
1998,"55","Management of companies and public relations","Total Industry Output",221676
1998,"56","Administrative, support, and other business services","Total Industry Output",399024
1998,"61","Educational services","Total Industry Output",121733
1998,"621","Ambulatory health care services","Total Industry Output",407827
1998,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",391809
1998,"624","Social assistance","Total Industry Output",66301
1998,"71","All recreation industries","Total Industry Output",133526
1998,"721","Accomodation","Total Industry Output",123773
1998,"722","Food services and drinking places","Total Industry Output",325008
1998,"81","Other services, except government","Total Industry Output",384089
1998,"G","All government","Total Industry Output",1730324
1999,"111CA","Farms","Total Intermediate",128294
1999,"113FF","Forestry, fishing, and related activities","Total Intermediate",23696
1999,"211","Oil and gas extraction","Total Intermediate",41429
1999,"212","Mining, except oil and gas","Total Intermediate",23692
1999,"23","Construction","Total Intermediate",430268
1999,"22","Utilities","Total Intermediate",134842
1999,"321","Wood products","Total Intermediate",68741
1999,"327","Nonmetallic mineral products","Total Intermediate",52474
1999,"331","Primary metals","Total Intermediate",110467
1999,"332","Fabricated metal products","Total Intermediate",141119
1999,"333","Machinery","Total Intermediate",164819
1999,"334","Computer and electronic products","Total Intermediate",299954
1999,"335","Electrical equipment, appliances, and components","Total Intermediate",72154
1999,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",370599
1999,"3364OT","Other transportation equipment","Total Intermediate",106550
1999,"337","Furniture and related products","Total Intermediate",39185
1999,"339","Miscellaneous manufacturing","Total Intermediate",57439
1999,"311FT","Food and beverage and tobacco products","Total Intermediate",376178
1999,"313TT","Textile mills and textile product mills","Total Intermediate",58077
1999,"315AL","Apparel and leather and allied products","Total Intermediate",53551
1999,"322","Paper products","Total Intermediate",96189
1999,"323PPI","Printing, publishing, and related","Total Intermediate",163349
1999,"324","Petroleum and coal products","Total Intermediate",115249
1999,"325","Chemical products","Total Intermediate",241708
1999,"326","Plastics and rubber products","Total Intermediate",106518
1999,"42","Wholesale trade","Total Intermediate",242819
1999,"44RT","Retail trade","Total Intermediate",300897
1999,"481","Air transportation","Total Intermediate",62874
1999,"482","Rail transportation","Total Intermediate",16102
1999,"483","Water transportation","Total Intermediate",19029
1999,"484","Truck transportation","Total Intermediate",93375
1999,"485","Transit and ground passenger transportation","Total Intermediate",8644
1999,"486","Pipeline transportation","Total Intermediate",13689
1999,"487OS","Other transportation and support activities","Total Intermediate",47981
1999,"493","Warehousing and storage","Total Intermediate",6484
1999,"512","Theaters, motion pictures, and sound recording","Total Intermediate",44608
1999,"513","Broadcasting and telecommunications","Total Intermediate",249648
1999,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",115553
1999,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",174895
1999,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",229518
1999,"524","Insurance carriers and related activities","Total Intermediate",155795
1999,"531","Real estate","Total Intermediate",377095
1999,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",61012
1999,"5411","Legal services","Total Intermediate",60147
1999,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",238170
1999,"55","Management of companies and public relations","Total Intermediate",91673
1999,"56","Administrative, support, and other business services","Total Intermediate",183291
1999,"61","Educational services","Total Intermediate",42112
1999,"621","Ambulatory health care services","Total Intermediate",154370
1999,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",161965
1999,"624","Social assistance","Total Intermediate",25879
1999,"71","All recreation industries","Total Intermediate",52142
1999,"721","Accomodation","Total Intermediate",49643
1999,"722","Food services and drinking places","Total Intermediate",162544
1999,"81","Other services, except government","Total Intermediate",141346
1999,"G","All government","Total Intermediate",582365
1999,"111CA","Farms","Total Value Added",71655
1999,"113FF","Forestry, fishing, and related activities","Total Value Added",21668
1999,"211","Oil and gas extraction","Total Value Added",44086
1999,"212","Mining, except oil and gas","Total Value Added",29358
1999,"23","Construction","Total Value Added",428890
1999,"22","Utilities","Total Value Added",179975
1999,"321","Wood products","Total Value Added",29374
1999,"327","Nonmetallic mineral products","Total Value Added",43238
1999,"331","Primary metals","Total Value Added",46189
1999,"332","Fabricated metal products","Total Value Added",116075
1999,"333","Machinery","Total Value Added",111090
1999,"334","Computer and electronic products","Total Value Added",186687
1999,"335","Electrical equipment, appliances, and components","Total Value Added",44582
1999,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",134775
1999,"3364OT","Other transportation equipment","Total Value Added",73830
1999,"337","Furniture and related products","Total Value Added",31655
1999,"339","Miscellaneous manufacturing","Total Value Added",57685
1999,"311FT","Food and beverage and tobacco products","Total Value Added",161841
1999,"313TT","Textile mills and textile product mills","Total Value Added",28497
1999,"315AL","Apparel and leather and allied products","Total Value Added",22406
1999,"322","Paper products","Total Value Added",59410
1999,"323PPI","Printing, publishing, and related","Total Value Added",179007
1999,"324","Petroleum and coal products","Total Value Added",45237
1999,"325","Chemical products","Total Value Added",188790
1999,"326","Plastics and rubber products","Total Value Added",66038
1999,"42","Wholesale trade","Total Value Added",583459
1999,"44RT","Retail trade","Total Value Added",652790
1999,"481","Air transportation","Total Value Added",57672
1999,"482","Rail transportation","Total Value Added",22588
1999,"483","Water transportation","Total Value Added",6628
1999,"484","Truck transportation","Total Value Added",92372
1999,"485","Transit and ground passenger transportation","Total Value Added",17683
1999,"486","Pipeline transportation","Total Value Added",10444
1999,"487OS","Other transportation and support activities","Total Value Added",58126
1999,"493","Warehousing and storage","Total Value Added",24610
1999,"512","Theaters, motion pictures, and sound recording","Total Value Added",60334
1999,"513","Broadcasting and telecommunications","Total Value Added",256352
1999,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",134723
1999,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",302462
1999,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",137498
1999,"524","Insurance carriers and related activities","Total Value Added",234411
1999,"531","Real estate","Total Value Added",1033796
1999,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",127255
1999,"5411","Legal services","Total Value Added",120761
1999,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",372398
1999,"55","Management of companies and public relations","Total Value Added",148498
1999,"56","Administrative, support, and other business services","Total Value Added",252775
1999,"61","Educational services","Total Value Added",87685
1999,"621","Ambulatory health care services","Total Value Added",271264
1999,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",247230
1999,"624","Social assistance","Total Value Added",47891
1999,"71","All recreation industries","Total Value Added",90429
1999,"721","Accomodation","Total Value Added",84181
1999,"722","Food services and drinking places","Total Value Added",179550
1999,"81","Other services, except government","Total Value Added",260926
1999,"G","All government","Total Value Added",1252349
1999,"111CA","Farms","Total Industry Output",199949
1999,"113FF","Forestry, fishing, and related activities","Total Industry Output",45364
1999,"211","Oil and gas extraction","Total Industry Output",85516
1999,"212","Mining, except oil and gas","Total Industry Output",53050
1999,"23","Construction","Total Industry Output",859158
1999,"22","Utilities","Total Industry Output",314817
1999,"321","Wood products","Total Industry Output",98116
1999,"327","Nonmetallic mineral products","Total Industry Output",95711
1999,"331","Primary metals","Total Industry Output",156655
1999,"332","Fabricated metal products","Total Industry Output",257194
1999,"333","Machinery","Total Industry Output",275910
1999,"334","Computer and electronic products","Total Industry Output",486641
1999,"335","Electrical equipment, appliances, and components","Total Industry Output",116736
1999,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",505374
1999,"3364OT","Other transportation equipment","Total Industry Output",180380
1999,"337","Furniture and related products","Total Industry Output",70840
1999,"339","Miscellaneous manufacturing","Total Industry Output",115124
1999,"311FT","Food and beverage and tobacco products","Total Industry Output",538019
1999,"313TT","Textile mills and textile product mills","Total Industry Output",86574
1999,"315AL","Apparel and leather and allied products","Total Industry Output",75956
1999,"322","Paper products","Total Industry Output",155599
1999,"323PPI","Printing, publishing, and related","Total Industry Output",342356
1999,"324","Petroleum and coal products","Total Industry Output",160486
1999,"325","Chemical products","Total Industry Output",430498
1999,"326","Plastics and rubber products","Total Industry Output",172555
1999,"42","Wholesale trade","Total Industry Output",826278
1999,"44RT","Retail trade","Total Industry Output",953686
1999,"481","Air transportation","Total Industry Output",120546
1999,"482","Rail transportation","Total Industry Output",38690
1999,"483","Water transportation","Total Industry Output",25658
1999,"484","Truck transportation","Total Industry Output",185747
1999,"485","Transit and ground passenger transportation","Total Industry Output",26327
1999,"486","Pipeline transportation","Total Industry Output",24133
1999,"487OS","Other transportation and support activities","Total Industry Output",106107
1999,"493","Warehousing and storage","Total Industry Output",31094
1999,"512","Theaters, motion pictures, and sound recording","Total Industry Output",104942
1999,"513","Broadcasting and telecommunications","Total Industry Output",506000
1999,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",250275
1999,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",477356
1999,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",367017
1999,"524","Insurance carriers and related activities","Total Industry Output",390205
1999,"531","Real estate","Total Industry Output",1410892
1999,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",188267
1999,"5411","Legal services","Total Industry Output",180908
1999,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",610569
1999,"55","Management of companies and public relations","Total Industry Output",240171
1999,"56","Administrative, support, and other business services","Total Industry Output",436066
1999,"61","Educational services","Total Industry Output",129797
1999,"621","Ambulatory health care services","Total Industry Output",425634
1999,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",409195
1999,"624","Social assistance","Total Industry Output",73770
1999,"71","All recreation industries","Total Industry Output",142571
1999,"721","Accomodation","Total Industry Output",133824
1999,"722","Food services and drinking places","Total Industry Output",342094
1999,"81","Other services, except government","Total Industry Output",402272
1999,"G","All government","Total Industry Output",1834711
2000,"111CA","Farms","Total Intermediate",127656
2000,"113FF","Forestry, fishing, and related activities","Total Intermediate",17017
2000,"211","Oil and gas extraction","Total Intermediate",74769
2000,"212","Mining, except oil and gas","Total Intermediate",26168
2000,"23","Construction","Total Intermediate",459651
2000,"22","Utilities","Total Intermediate",193198
2000,"321","Wood products","Total Intermediate",66233
2000,"327","Nonmetallic mineral products","Total Intermediate",55112
2000,"331","Primary metals","Total Intermediate",108707
2000,"332","Fabricated metal products","Total Intermediate",147777
2000,"333","Machinery","Total Intermediate",181471
2000,"334","Computer and electronic products","Total Intermediate",323378
2000,"335","Electrical equipment, appliances, and components","Total Intermediate",79227
2000,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",346442
2000,"3364OT","Other transportation equipment","Total Intermediate",90741
2000,"337","Furniture and related products","Total Intermediate",42354
2000,"339","Miscellaneous manufacturing","Total Intermediate",69540
2000,"311FT","Food and beverage and tobacco products","Total Intermediate",393854
2000,"313TT","Textile mills and textile product mills","Total Intermediate",57081
2000,"315AL","Apparel and leather and allied products","Total Intermediate",53168
2000,"322","Paper products","Total Intermediate",101514
2000,"323PPI","Printing, publishing, and related","Total Intermediate",210270
2000,"324","Petroleum and coal products","Total Intermediate",180319
2000,"325","Chemical products","Total Intermediate",266917
2000,"326","Plastics and rubber products","Total Intermediate",113546
2000,"42","Wholesale trade","Total Intermediate",258597
2000,"44RT","Retail trade","Total Intermediate",314612
2000,"481","Air transportation","Total Intermediate",75857
2000,"482","Rail transportation","Total Intermediate",15971
2000,"483","Water transportation","Total Intermediate",19128
2000,"484","Truck transportation","Total Intermediate",100477
2000,"485","Transit and ground passenger transportation","Total Intermediate",7580
2000,"486","Pipeline transportation","Total Intermediate",13856
2000,"487OS","Other transportation and support activities","Total Intermediate",52232
2000,"493","Warehousing and storage","Total Intermediate",7158
2000,"512","Theaters, motion pictures, and sound recording","Total Intermediate",61182
2000,"513","Broadcasting and telecommunications","Total Intermediate",286165
2000,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",139845
2000,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",206638
2000,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",298468
2000,"524","Insurance carriers and related activities","Total Intermediate",145892
2000,"531","Real estate","Total Intermediate",429716
2000,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",74327
2000,"5411","Legal services","Total Intermediate",58609
2000,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",266933
2000,"55","Management of companies and public relations","Total Intermediate",89077
2000,"56","Administrative, support, and other business services","Total Intermediate",193827
2000,"61","Educational services","Total Intermediate",46438
2000,"621","Ambulatory health care services","Total Intermediate",164087
2000,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",173668
2000,"624","Social assistance","Total Intermediate",30525
2000,"71","All recreation industries","Total Intermediate",52485
2000,"721","Accomodation","Total Intermediate",57001
2000,"722","Food services and drinking places","Total Intermediate",174221
2000,"81","Other services, except government","Total Intermediate",146015
2000,"G","All government","Total Intermediate",628026
2000,"111CA","Farms","Total Value Added",76657
2000,"113FF","Forestry, fishing, and related activities","Total Value Added",22262
2000,"211","Oil and gas extraction","Total Value Added",68211
2000,"212","Mining, except oil and gas","Total Value Added",28506
2000,"23","Construction","Total Value Added",475068
2000,"22","Utilities","Total Value Added",180060
2000,"321","Wood products","Total Value Added",28304
2000,"327","Nonmetallic mineral products","Total Value Added",42610
2000,"331","Primary metals","Total Value Added",47029
2000,"332","Fabricated metal products","Total Value Added",121278
2000,"333","Machinery","Total Value Added",113059
2000,"334","Computer and electronic products","Total Value Added",225333
2000,"335","Electrical equipment, appliances, and components","Total Value Added",45661
2000,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",137497
2000,"3364OT","Other transportation equipment","Total Value Added",71099
2000,"337","Furniture and related products","Total Value Added",33513
2000,"339","Miscellaneous manufacturing","Total Value Added",59212
2000,"311FT","Food and beverage and tobacco products","Total Value Added",163183
2000,"313TT","Textile mills and textile product mills","Total Value Added",27980
2000,"315AL","Apparel and leather and allied products","Total Value Added",22152
2000,"322","Paper products","Total Value Added",62172
2000,"323PPI","Printing, publishing, and related","Total Value Added",156321
2000,"324","Petroleum and coal products","Total Value Added",52680
2000,"325","Chemical products","Total Value Added",187845
2000,"326","Plastics and rubber products","Total Value Added",65527
2000,"42","Wholesale trade","Total Value Added",621915
2000,"44RT","Retail trade","Total Value Added",685404
2000,"481","Air transportation","Total Value Added",58099
2000,"482","Rail transportation","Total Value Added",23289
2000,"483","Water transportation","Total Value Added",8046
2000,"484","Truck transportation","Total Value Added",98022
2000,"485","Transit and ground passenger transportation","Total Value Added",18451
2000,"486","Pipeline transportation","Total Value Added",9361
2000,"487OS","Other transportation and support activities","Total Value Added",65846
2000,"493","Warehousing and storage","Total Value Added",26660
2000,"512","Theaters, motion pictures, and sound recording","Total Value Added",54142
2000,"513","Broadcasting and telecommunications","Total Value Added",276899
2000,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",141568
2000,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",321314
2000,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",148610
2000,"524","Insurance carriers and related activities","Total Value Added",274434
2000,"531","Real estate","Total Value Added",1094488
2000,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",135812
2000,"5411","Legal services","Total Value Added",129128
2000,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",408522
2000,"55","Management of companies and public relations","Total Value Added",171128
2000,"56","Administrative, support, and other business services","Total Value Added",282061
2000,"61","Educational services","Total Value Added",95224
2000,"621","Ambulatory health care services","Total Value Added",288334
2000,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",259202
2000,"624","Social assistance","Total Value Added",52604
2000,"71","All recreation industries","Total Value Added",98972
2000,"721","Accomodation","Total Value Added",93319
2000,"722","Food services and drinking places","Total Value Added",194178
2000,"81","Other services, except government","Total Value Added",279673
2000,"G","All government","Total Value Added",1323026
2000,"111CA","Farms","Total Industry Output",204313
2000,"113FF","Forestry, fishing, and related activities","Total Industry Output",39279
2000,"211","Oil and gas extraction","Total Industry Output",142980
2000,"212","Mining, except oil and gas","Total Industry Output",54675
2000,"23","Construction","Total Industry Output",934719
2000,"22","Utilities","Total Industry Output",373258
2000,"321","Wood products","Total Industry Output",94537
2000,"327","Nonmetallic mineral products","Total Industry Output",97722
2000,"331","Primary metals","Total Industry Output",155736
2000,"332","Fabricated metal products","Total Industry Output",269055
2000,"333","Machinery","Total Industry Output",294530
2000,"334","Computer and electronic products","Total Industry Output",548711
2000,"335","Electrical equipment, appliances, and components","Total Industry Output",124889
2000,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",483939
2000,"3364OT","Other transportation equipment","Total Industry Output",161840
2000,"337","Furniture and related products","Total Industry Output",75867
2000,"339","Miscellaneous manufacturing","Total Industry Output",128751
2000,"311FT","Food and beverage and tobacco products","Total Industry Output",557037
2000,"313TT","Textile mills and textile product mills","Total Industry Output",85060
2000,"315AL","Apparel and leather and allied products","Total Industry Output",75320
2000,"322","Paper products","Total Industry Output",163686
2000,"323PPI","Printing, publishing, and related","Total Industry Output",366592
