"year","NNA_code","NNA_industry","abs_eigenvec"
1991,"61","Educational services",0.00549085087426802
1991,"621","Ambulatory health care services",0.000435541896878354
1991,"622HO","Hospitals and nursing and residential care facilities",0.000323675381495382
1991,"624","Social assistance",0.000146719869898983
1991,"71","All recreation industries",0.0204554635365212
1991,"721","Accomodation",0.0243644968485395
1991,"722","Food services and drinking places",0.0445790418069131
1991,"81","Other services, except government",0.121549528027729
1991,"G","All government",0.0486702543149254
1992,"111CA","Farms",0.0847107754699396
1992,"113FF","Forestry, fishing, and related activities",0.0713595487043034
1992,"211","Oil and gas extraction",0.190978020690179
1992,"212","Mining, except oil and gas",0.128578313629132
1992,"22","Utilities",0.179014526621275
1992,"23","Construction",0.0573316063785921
1992,"311FT","Food and beverage and tobacco products",0.0821583905861804
1992,"313TT","Textile mills and textile product mills",0.0534822738114042
1992,"315AL","Apparel and leather and allied products",0.0070986851857154
1992,"321","Wood products",0.057761684982931
1992,"322","Paper products",0.152045983901283
1992,"323PPI","Printing, publishing, and related",0.0674812581470053
1992,"324","Petroleum and coal products",0.0983675542074459
1992,"325","Chemical products",0.410416716780319
1992,"326","Plastics and rubber products",0.112595607821656
1992,"327","Nonmetallic mineral products",0.053371225816658
1992,"331","Primary metals",0.316319169547971
1992,"332","Fabricated metal products",0.156041848968669
1992,"333","Machinery",0.0785407317092475
1992,"334","Computer and electronic products",0.13098630519319
1992,"335","Electrical equipment, appliances, and components",0.0469312089457434
1992,"3361MV","Motor vehicles, bodies and trailers, and parts",0.114010805872477
1992,"3364OT","Other transportation equipment",0.0101600404165826
1992,"337","Furniture and related products",0.00473501804629969
1992,"339","Miscellaneous manufacturing",0.01605622638578
1992,"42","Wholesale trade",0.33706669719321
1992,"44RT","Retail trade",0.0456770032664675
1992,"481","Air transportation",0.0340999979661003
1992,"482","Rail transportation",0.0405551924332108
1992,"483","Water transportation",0.00754928565391688
1992,"484","Truck transportation",0.118598848517034
1992,"485","Transit and ground passenger transportation",0.00997858131621638
1992,"486","Pipeline transportation",0.0366811043947423
1992,"487OS","Other transportation and support activities",0.0805418919791036
1992,"493","Warehousing and storage",0.0138555341597779
1992,"512","Theaters, motion pictures, and sound recording",0.0228968967423103
1992,"513","Broadcasting and telecommunications",0.118403196705591
1992,"51C54","Computer, data processing, internet publishing, and other information services",0.0501070869903819
1992,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.161351325458716
1992,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.119652631655982
1992,"524","Insurance carriers and related activities",0.20986217806944
1992,"531","Real estate",0.192133405414606
1992,"532RL","Rental and leasing services and lessors of intangible assets",0.170205195053525
1992,"5411","Legal services",0.0847954636314799
1992,"5412OP","Miscellaneous professional, scientific, and technical services",0.330137364190292
1992,"55","Management of companies and public relations",0.133669732555241
1992,"56","Administrative, support, and other business services",0.192727679390691
1992,"61","Educational services",0.00574209892874729
1992,"621","Ambulatory health care services",0.000518639083626375
1992,"622HO","Hospitals and nursing and residential care facilities",0.000154850710776823
1992,"624","Social assistance",6.76517405070339e-05
1992,"71","All recreation industries",0.0215494014564244
1992,"721","Accomodation",0.0243605762372998
1992,"722","Food services and drinking places",0.0431207724168566
1992,"81","Other services, except government",0.131358784244477
1992,"G","All government",0.0477285507067605
1993,"111CA","Farms",0.0889370132562239
1993,"113FF","Forestry, fishing, and related activities",0.079112976971618
1993,"211","Oil and gas extraction",0.189980465197799
1993,"212","Mining, except oil and gas",0.1067677388715
1993,"22","Utilities",0.175385744661844
1993,"23","Construction",0.0609673171549003
1993,"311FT","Food and beverage and tobacco products",0.0856297301209337
1993,"313TT","Textile mills and textile product mills",0.0514523897447293
1993,"315AL","Apparel and leather and allied products",0.00740664635549627
1993,"321","Wood products",0.0680264116551526
1993,"322","Paper products",0.143103356593972
1993,"323PPI","Printing, publishing, and related",0.0658951650533263
1993,"324","Petroleum and coal products",0.0907000046553949
1993,"325","Chemical products",0.39607532934189
1993,"326","Plastics and rubber products",0.111422857544444
1993,"327","Nonmetallic mineral products",0.0539837010580018
1993,"331","Primary metals",0.326614351233482
1993,"332","Fabricated metal products",0.160882816748718
1993,"333","Machinery",0.0803300890425516
1993,"334","Computer and electronic products",0.14509234753818
1993,"335","Electrical equipment, appliances, and components",0.051587893708959
1993,"3361MV","Motor vehicles, bodies and trailers, and parts",0.11481421842921
1993,"3364OT","Other transportation equipment",0.00982394168083789
1993,"337","Furniture and related products",0.00597942249130439
1993,"339","Miscellaneous manufacturing",0.0167518087666203
1993,"42","Wholesale trade",0.345087376913063
1993,"44RT","Retail trade",0.0498278504818847
1993,"481","Air transportation",0.0367108622016184
1993,"482","Rail transportation",0.0387487648673307
1993,"483","Water transportation",0.0070274894033059
1993,"484","Truck transportation",0.107372944992807
1993,"485","Transit and ground passenger transportation",0.00996001324515376
1993,"486","Pipeline transportation",0.0377154427816184
1993,"487OS","Other transportation and support activities",0.0820705728837108
1993,"493","Warehousing and storage",0.0142159214385462
1993,"512","Theaters, motion pictures, and sound recording",0.0215425146182784
1993,"513","Broadcasting and telecommunications",0.118692501239045
1993,"51C54","Computer, data processing, internet publishing, and other information services",0.0588794684112094
1993,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.154861410904988
1993,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.114633005821615
1993,"524","Insurance carriers and related activities",0.183593552740094
1993,"531","Real estate",0.195556086201414
1993,"532RL","Rental and leasing services and lessors of intangible assets",0.169129541088614
1993,"5411","Legal services",0.0807642391008149
1993,"5412OP","Miscellaneous professional, scientific, and technical services",0.342007446589262
1993,"55","Management of companies and public relations",0.141360643674031
1993,"56","Administrative, support, and other business services",0.1972377030913
1993,"61","Educational services",0.00509012850534711
1993,"621","Ambulatory health care services",0.000644658616049803
1993,"622HO","Hospitals and nursing and residential care facilities",5.74770228862773e-05
1993,"624","Social assistance",3.21502938147274e-05
1993,"71","All recreation industries",0.0216849439399342
1993,"721","Accomodation",0.0269746668869734
1993,"722","Food services and drinking places",0.0467883731266685
1993,"81","Other services, except government",0.139214920859228
1993,"G","All government",0.0480068320742583
1994,"111CA","Farms",0.085402207368258
1994,"113FF","Forestry, fishing, and related activities",0.0819978449144386
1994,"211","Oil and gas extraction",0.17759937028948
1994,"212","Mining, except oil and gas",0.109265076993431
1994,"22","Utilities",0.167589145142835
1994,"23","Construction",0.0593649834727917
1994,"311FT","Food and beverage and tobacco products",0.0805826403374942
1994,"313TT","Textile mills and textile product mills",0.0485124933980949
1994,"315AL","Apparel and leather and allied products",0.00793938448149751
1994,"321","Wood products",0.0690078175941055
1994,"322","Paper products",0.143389685738057
1994,"323PPI","Printing, publishing, and related",0.0618486818270279
1994,"324","Petroleum and coal products",0.0839780685223996
1994,"325","Chemical products",0.375796088665622
1994,"326","Plastics and rubber products",0.108454258724673
1994,"327","Nonmetallic mineral products",0.0543263108679706
1994,"331","Primary metals",0.359213325925909
1994,"332","Fabricated metal products",0.167104526696808
1994,"333","Machinery",0.084191876490724
1994,"334","Computer and electronic products",0.153901639581797
1994,"335","Electrical equipment, appliances, and components",0.0546224775940263
1994,"3361MV","Motor vehicles, bodies and trailers, and parts",0.119015502898892
1994,"3364OT","Other transportation equipment",0.00922672054015679
1994,"337","Furniture and related products",0.00630208350308879
1994,"339","Miscellaneous manufacturing",0.0163118130998497
1994,"42","Wholesale trade",0.343728980382228
1994,"44RT","Retail trade",0.054905317701681
1994,"481","Air transportation",0.0360137370986576
1994,"482","Rail transportation",0.0387129060134427
1994,"483","Water transportation",0.00620549559681308
1994,"484","Truck transportation",0.10032227516467
1994,"485","Transit and ground passenger transportation",0.0096618871011141
1994,"486","Pipeline transportation",0.0356765074605967
1994,"487OS","Other transportation and support activities",0.0822405039555073
1994,"493","Warehousing and storage",0.0141890975183561
1994,"512","Theaters, motion pictures, and sound recording",0.0196315658032476
1994,"513","Broadcasting and telecommunications",0.116812403175434
1994,"51C54","Computer, data processing, internet publishing, and other information services",0.0615998818382095
1994,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.140668339995413
1994,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0894355451744615
1994,"524","Insurance carriers and related activities",0.194728220506397
1994,"531","Real estate",0.197455621701688
1994,"532RL","Rental and leasing services and lessors of intangible assets",0.160203017744556
1994,"5411","Legal services",0.0753226973811486
1994,"5412OP","Miscellaneous professional, scientific, and technical services",0.343823421884972
1994,"55","Management of companies and public relations",0.144347993302017
1994,"56","Administrative, support, and other business services",0.20455712586011
1994,"61","Educational services",0.00412772925933782
1994,"621","Ambulatory health care services",0.000693453192520743
1994,"622HO","Hospitals and nursing and residential care facilities",4.36108280356885e-05
1994,"624","Social assistance",2.82985275756449e-05
1994,"71","All recreation industries",0.0211193061116311
1994,"721","Accomodation",0.0281320186619407
1994,"722","Food services and drinking places",0.0502803514477993
1994,"81","Other services, except government",0.146323736608246
1994,"G","All government",0.0472673335458296
1995,"111CA","Farms",0.078800070079738
1995,"113FF","Forestry, fishing, and related activities",0.0757422589728889
1995,"211","Oil and gas extraction",0.167016987080566
1995,"212","Mining, except oil and gas",0.0997754488542423
1995,"22","Utilities",0.15621939079647
1995,"23","Construction",0.0578800185880237
1995,"311FT","Food and beverage and tobacco products",0.0784225301332637
1995,"313TT","Textile mills and textile product mills",0.046659631321691
1995,"315AL","Apparel and leather and allied products",0.00963569543137394
1995,"321","Wood products",0.0651469491784268
1995,"322","Paper products",0.166154672543334
1995,"323PPI","Printing, publishing, and related",0.0602990800903817
1995,"324","Petroleum and coal products",0.0850254350895756
1995,"325","Chemical products",0.370187692427818
1995,"326","Plastics and rubber products",0.107678371024233
1995,"327","Nonmetallic mineral products",0.0547918720839901
1995,"331","Primary metals",0.39183214595342
1995,"332","Fabricated metal products",0.174652241015982
1995,"333","Machinery",0.0884944859872173
1995,"334","Computer and electronic products",0.165673485696894
1995,"335","Electrical equipment, appliances, and components",0.0563092737451682
1995,"3361MV","Motor vehicles, bodies and trailers, and parts",0.124271883197254
1995,"3364OT","Other transportation equipment",0.00739954259314702
1995,"337","Furniture and related products",0.00653510338214559
1995,"339","Miscellaneous manufacturing",0.0167699863070598
1995,"42","Wholesale trade",0.344561523536956
1995,"44RT","Retail trade",0.0590230460896435
1995,"481","Air transportation",0.0353965842993495
1995,"482","Rail transportation",0.0374439222458178
1995,"483","Water transportation",0.00566206227411396
1995,"484","Truck transportation",0.091699113407964
1995,"485","Transit and ground passenger transportation",0.00960664230045829
1995,"486","Pipeline transportation",0.031058150684429
1995,"487OS","Other transportation and support activities",0.0792622634628621
1995,"493","Warehousing and storage",0.0143070011590995
1995,"512","Theaters, motion pictures, and sound recording",0.0179613495242754
1995,"513","Broadcasting and telecommunications",0.114409143713917
1995,"51C54","Computer, data processing, internet publishing, and other information services",0.0618501488126065
1995,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.134313418305293
1995,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.0973314996018934
1995,"524","Insurance carriers and related activities",0.153984383958993
1995,"531","Real estate",0.180074662007556
1995,"532RL","Rental and leasing services and lessors of intangible assets",0.147583202677615
1995,"5411","Legal services",0.0664330169486073
1995,"5412OP","Miscellaneous professional, scientific, and technical services",0.347377358270298
1995,"55","Management of companies and public relations",0.14439216125903
1995,"56","Administrative, support, and other business services",0.207214982767985
1995,"61","Educational services",0.00338978109431669
1995,"621","Ambulatory health care services",0.00067765312099866
1995,"622HO","Hospitals and nursing and residential care facilities",5.32714623766213e-05
1995,"624","Social assistance",3.60482300614503e-05
1995,"71","All recreation industries",0.0204732911031125
1995,"721","Accomodation",0.0284920304582921
1995,"722","Food services and drinking places",0.049706053334278
1995,"81","Other services, except government",0.152150117886896
1995,"G","All government",0.0460223461022653
1996,"111CA","Farms",0.0769885471974151
1996,"113FF","Forestry, fishing, and related activities",0.0722889965150941
1996,"211","Oil and gas extraction",0.191586135033196
1996,"212","Mining, except oil and gas",0.0935192289857681
1996,"22","Utilities",0.154905716190828
1996,"23","Construction",0.0631112747129938
1996,"311FT","Food and beverage and tobacco products",0.0712503551834767
1996,"313TT","Textile mills and textile product mills",0.0394619477051761
1996,"315AL","Apparel and leather and allied products",0.00821552518291418
1996,"321","Wood products",0.061679842914208
1996,"322","Paper products",0.139062038970803
1996,"323PPI","Printing, publishing, and related",0.0589883830837558
1996,"324","Petroleum and coal products",0.0916815033164046
1996,"325","Chemical products",0.336195658039531
1996,"326","Plastics and rubber products",0.10003068760752
1996,"327","Nonmetallic mineral products",0.0570083844989401
1996,"331","Primary metals",0.396296734938553
1996,"332","Fabricated metal products",0.17471003109279
1996,"333","Machinery",0.0901105794927914
1996,"334","Computer and electronic products",0.169371663474157
1996,"335","Electrical equipment, appliances, and components",0.0574273771925851
1996,"3361MV","Motor vehicles, bodies and trailers, and parts",0.113769776188199
1996,"3364OT","Other transportation equipment",0.00772937759327606
1996,"337","Furniture and related products",0.00639787298355688
1996,"339","Miscellaneous manufacturing",0.0165632877424747
1996,"42","Wholesale trade",0.327260311292285
1996,"44RT","Retail trade",0.0623195662329294
1996,"481","Air transportation",0.0339354615783688
1996,"482","Rail transportation",0.0354713936098259
1996,"483","Water transportation",0.00523328323492818
1996,"484","Truck transportation",0.0854325935584213
1996,"485","Transit and ground passenger transportation",0.00997631833499047
1996,"486","Pipeline transportation",0.0315056526423184
1996,"487OS","Other transportation and support activities",0.0800991671133499
1996,"493","Warehousing and storage",0.0142241260033034
1996,"512","Theaters, motion pictures, and sound recording",0.0187680646265433
1996,"513","Broadcasting and telecommunications",0.119208426734407
1996,"51C54","Computer, data processing, internet publishing, and other information services",0.0620320599271761
1996,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.142948590564949
1996,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.11815098475692
1996,"524","Insurance carriers and related activities",0.139746578333878
1996,"531","Real estate",0.189982925803968
1996,"532RL","Rental and leasing services and lessors of intangible assets",0.158848756939385
1996,"5411","Legal services",0.067269295625399
1996,"5412OP","Miscellaneous professional, scientific, and technical services",0.371390975102407
1996,"55","Management of companies and public relations",0.149432388353676
1996,"56","Administrative, support, and other business services",0.221297837315385
1996,"61","Educational services",0.00270587637240981
1996,"621","Ambulatory health care services",0.000729516715729979
1996,"622HO","Hospitals and nursing and residential care facilities",0.000109907912539632
1996,"624","Social assistance",7.37537534906289e-05
1996,"71","All recreation industries",0.0210002001677502
1996,"721","Accomodation",0.0297503622113299
1996,"722","Food services and drinking places",0.0530717203019001
1996,"81","Other services, except government",0.155718050130215
1996,"G","All government",0.0464649260187072
1997,"111CA","Farms",0.0876723474235394
1997,"113FF","Forestry, fishing, and related activities",0.0712028474667606
1997,"211","Oil and gas extraction",0.18956961682557
1997,"212","Mining, except oil and gas",0.0779177409923353
1997,"22","Utilities",0.160021462229254
1997,"23","Construction",0.0683036753374768
1997,"311FT","Food and beverage and tobacco products",0.0806012921709448
1997,"313TT","Textile mills and textile product mills",0.0404721622661243
1997,"315AL","Apparel and leather and allied products",0.00806332269321568
1997,"321","Wood products",0.065188823684869
1997,"322","Paper products",0.129894387103862
1997,"323PPI","Printing, publishing, and related",0.0623029913689879
1997,"324","Petroleum and coal products",0.0956307953380263
1997,"325","Chemical products",0.307991584288548
1997,"326","Plastics and rubber products",0.0919953710107978
1997,"327","Nonmetallic mineral products",0.0542457449946466
1997,"331","Primary metals",0.378293212642576
1997,"332","Fabricated metal products",0.172301631045349
1997,"333","Machinery",0.0865306045178501
1997,"334","Computer and electronic products",0.175796010319301
1997,"335","Electrical equipment, appliances, and components",0.054251292530184
1997,"3361MV","Motor vehicles, bodies and trailers, and parts",0.112705281143344
1997,"3364OT","Other transportation equipment",0.00814384544636827
1997,"337","Furniture and related products",0.00557028444594067
1997,"339","Miscellaneous manufacturing",0.0160983464136627
1997,"42","Wholesale trade",0.317933590672269
1997,"44RT","Retail trade",0.0363750859576794
1997,"481","Air transportation",0.0317077942911005
1997,"482","Rail transportation",0.0357125987577576
1997,"483","Water transportation",0.005557119468358
1997,"484","Truck transportation",0.0754323071277436
1997,"485","Transit and ground passenger transportation",0.0105604385745609
1997,"486","Pipeline transportation",0.0306938045354152
1997,"487OS","Other transportation and support activities",0.0793111942821441
1997,"493","Warehousing and storage",0.0147087584004618
1997,"512","Theaters, motion pictures, and sound recording",0.0193081999571689
1997,"513","Broadcasting and telecommunications",0.121554248619014
1997,"51C54","Computer, data processing, internet publishing, and other information services",0.0742595487108437
1997,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.138007142541756
1997,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.124127152656783
1997,"524","Insurance carriers and related activities",0.154174376366276
1997,"531","Real estate",0.191205568041143
1997,"532RL","Rental and leasing services and lessors of intangible assets",0.157215196552551
1997,"5411","Legal services",0.0663605221843059
1997,"5412OP","Miscellaneous professional, scientific, and technical services",0.396361955340492
1997,"55","Management of companies and public relations",0.158764535759221
1997,"56","Administrative, support, and other business services",0.245331246213481
1997,"61","Educational services",0.00161412659098377
1997,"621","Ambulatory health care services",0.000865730608898032
1997,"622HO","Hospitals and nursing and residential care facilities",0.00011897642443159
1997,"624","Social assistance",0.000110861980863771
1997,"71","All recreation industries",0.0206376959355179
1997,"721","Accomodation",0.0300360456727326
1997,"722","Food services and drinking places",0.0594178818558988
1997,"81","Other services, except government",0.164614902488608
1997,"G","All government",0.0466231815740676
1998,"111CA","Farms",0.0767962303635348
1998,"113FF","Forestry, fishing, and related activities",0.0827959081118052
1998,"211","Oil and gas extraction",0.119179807188654
1998,"212","Mining, except oil and gas",0.0719795235242487
1998,"22","Utilities",0.153932381246844
1998,"23","Construction",0.0691205576662516
1998,"311FT","Food and beverage and tobacco products",0.0744557127532279
1998,"313TT","Textile mills and textile product mills",0.0418869111079324
1998,"315AL","Apparel and leather and allied products",0.00904619566075993
1998,"321","Wood products",0.0598085133284106
1998,"322","Paper products",0.13258200881825
1998,"323PPI","Printing, publishing, and related",0.0660790110433185
1998,"324","Petroleum and coal products",0.0663975157084621
1998,"325","Chemical products",0.287025198735863
1998,"326","Plastics and rubber products",0.0915212348455298
1998,"327","Nonmetallic mineral products",0.0523674170619116
1998,"331","Primary metals",0.356426495959577
1998,"332","Fabricated metal products",0.165131384704419
1998,"333","Machinery",0.0832983026245828
1998,"334","Computer and electronic products",0.176619014502411
1998,"335","Electrical equipment, appliances, and components",0.0517150714566395
1998,"3361MV","Motor vehicles, bodies and trailers, and parts",0.110911294577808
1998,"3364OT","Other transportation equipment",0.0072593568064949
1998,"337","Furniture and related products",0.00513058784299067
1998,"339","Miscellaneous manufacturing",0.0153696794018713
1998,"42","Wholesale trade",0.300331347867019
1998,"44RT","Retail trade",0.0352553148414022
1998,"481","Air transportation",0.0326307867623351
1998,"482","Rail transportation",0.0334848231386087
1998,"483","Water transportation",0.00439305254327086
1998,"484","Truck transportation",0.0761914943682137
1998,"485","Transit and ground passenger transportation",0.0107938512775288
1998,"486","Pipeline transportation",0.0246478453583828
1998,"487OS","Other transportation and support activities",0.086023841493686
1998,"493","Warehousing and storage",0.0150822823381417
1998,"512","Theaters, motion pictures, and sound recording",0.0204863799300533
1998,"513","Broadcasting and telecommunications",0.137155636472023
1998,"51C54","Computer, data processing, internet publishing, and other information services",0.0871051832517651
1998,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.155948604302863
1998,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.148728746335866
1998,"524","Insurance carriers and related activities",0.153834233601137
1998,"531","Real estate",0.190712770671442
1998,"532RL","Rental and leasing services and lessors of intangible assets",0.165901968777452
1998,"5411","Legal services",0.0722539288295638
1998,"5412OP","Miscellaneous professional, scientific, and technical services",0.426847607989887
1998,"55","Management of companies and public relations",0.17252501643449
1998,"56","Administrative, support, and other business services",0.278354167558482
1998,"61","Educational services",0.00153540617731852
1998,"621","Ambulatory health care services",0.000495545692853788
1998,"622HO","Hospitals and nursing and residential care facilities",0.000141102390202401
1998,"624","Social assistance",0.00010016631087061
1998,"71","All recreation industries",0.0231753262151511
1998,"721","Accomodation",0.0317601106804165
1998,"722","Food services and drinking places",0.0652300617888757
1998,"81","Other services, except government",0.171527940515174
1998,"G","All government",0.0482913218561731
1999,"111CA","Farms",0.0677926108115203
1999,"113FF","Forestry, fishing, and related activities",0.0848378588161631
1999,"211","Oil and gas extraction",0.154045344850449
1999,"212","Mining, except oil and gas",0.0608148785313101
1999,"22","Utilities",0.193293724333799
1999,"23","Construction",0.0643816239411772
1999,"311FT","Food and beverage and tobacco products",0.0628743759383807
1999,"313TT","Textile mills and textile product mills",0.0327038521955877
1999,"315AL","Apparel and leather and allied products",0.00636859669897593
1999,"321","Wood products",0.0607321355453956
1999,"322","Paper products",0.122816484034562
1999,"323PPI","Printing, publishing, and related",0.0654234887352565
1999,"324","Petroleum and coal products",0.0787774221669631
1999,"325","Chemical products",0.264984121353795
1999,"326","Plastics and rubber products",0.0900048552615921
1999,"327","Nonmetallic mineral products",0.0490473570176423
1999,"331","Primary metals",0.27688107643268
1999,"332","Fabricated metal products",0.158452426441981
1999,"333","Machinery",0.0806352911887406
1999,"334","Computer and electronic products",0.186147571528343
1999,"335","Electrical equipment, appliances, and components",0.0493208745948505
1999,"3361MV","Motor vehicles, bodies and trailers, and parts",0.117518820596918
1999,"3364OT","Other transportation equipment",0.00797304961743563
1999,"337","Furniture and related products",0.00521052933908849
1999,"339","Miscellaneous manufacturing",0.0140217483795993
1999,"42","Wholesale trade",0.2907266259385
1999,"44RT","Retail trade",0.0339056584972688
1999,"481","Air transportation",0.0319352265666899
1999,"482","Rail transportation",0.0306784183740535
1999,"483","Water transportation",0.00338148968214743
1999,"484","Truck transportation",0.072294438816691
1999,"485","Transit and ground passenger transportation",0.0102001627355621
1999,"486","Pipeline transportation",0.0280421181202048
1999,"487OS","Other transportation and support activities",0.0896588176213569
1999,"493","Warehousing and storage",0.0147610150653449
1999,"512","Theaters, motion pictures, and sound recording",0.0227377648904252
1999,"513","Broadcasting and telecommunications",0.154552925110022
1999,"51C54","Computer, data processing, internet publishing, and other information services",0.108824204127007
1999,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.180351493564347
1999,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.167396721965773
1999,"524","Insurance carriers and related activities",0.158811398157692
1999,"531","Real estate",0.190879947944404
1999,"532RL","Rental and leasing services and lessors of intangible assets",0.172325170174037
1999,"5411","Legal services",0.0778137711813098
1999,"5412OP","Miscellaneous professional, scientific, and technical services",0.447062716325837
1999,"55","Management of companies and public relations",0.174739274742725
1999,"56","Administrative, support, and other business services",0.287678292191928
1999,"61","Educational services",0.00145997421787856
1999,"621","Ambulatory health care services",0.000365470625678201
1999,"622HO","Hospitals and nursing and residential care facilities",0.000136431264381772
1999,"624","Social assistance",9.24745683120266e-05
1999,"71","All recreation industries",0.024740848260219
1999,"721","Accomodation",0.0336320141784409
1999,"722","Food services and drinking places",0.0682709236380843
1999,"81","Other services, except government",0.163435784130421
1999,"G","All government",0.0477235039000697
2000,"111CA","Farms",0.0502445467204027
2000,"113FF","Forestry, fishing, and related activities",0.0450635646132764
2000,"211","Oil and gas extraction",0.28638187342728
2000,"212","Mining, except oil and gas",0.0532292689125685
2000,"22","Utilities",0.21376132926635
2000,"23","Construction",0.0641298800653917
2000,"311FT","Food and beverage and tobacco products",0.0475271216595759
2000,"313TT","Textile mills and textile product mills",0.0271163736010855
2000,"315AL","Apparel and leather and allied products",0.00550778291400966
2000,"321","Wood products",0.0499057040261424
2000,"322","Paper products",0.111639055466336
2000,"323PPI","Printing, publishing, and related",0.0570646882396508
2000,"324","Petroleum and coal products",0.119800397735722
2000,"325","Chemical products",0.252568140848022
2000,"326","Plastics and rubber products",0.0805263222422409
2000,"327","Nonmetallic mineral products",0.0441897732027857
2000,"331","Primary metals",0.25585496895349
2000,"332","Fabricated metal products",0.146846567031182
2000,"333","Machinery",0.0762624010645768
2000,"334","Computer and electronic products",0.170613818388711
2000,"335","Electrical equipment, appliances, and components",0.0448334388752317
2000,"3361MV","Motor vehicles, bodies and trailers, and parts",0.102336049864061
2000,"3364OT","Other transportation equipment",0.00645105287408394
2000,"337","Furniture and related products",0.00441477685536313
2000,"339","Miscellaneous manufacturing",0.0127309050542119
2000,"42","Wholesale trade",0.26746128807347
2000,"44RT","Retail trade",0.0300280657181494
2000,"481","Air transportation",0.0304322392540264
2000,"482","Rail transportation",0.0273789271345258
2000,"483","Water transportation",0.0027534348734719
2000,"484","Truck transportation",0.0644159610254617
2000,"485","Transit and ground passenger transportation",0.00849662150394667
2000,"486","Pipeline transportation",0.0317192832090272
2000,"487OS","Other transportation and support activities",0.083690003933602
2000,"493","Warehousing and storage",0.0136029739132495
2000,"512","Theaters, motion pictures, and sound recording",0.0220880322974618
2000,"513","Broadcasting and telecommunications",0.150164721202081
2000,"51C54","Computer, data processing, internet publishing, and other information services",0.106432872796746
2000,"521CI","Federal Reserve banks, credit intermediation, and related activities",0.190095230216417
2000,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles",0.193280860984931
2000,"524","Insurance carriers and related activities",0.15581444941424
2000,"531","Real estate",0.200921066033696
2000,"532RL","Rental and leasing services and lessors of intangible assets",0.178400469356468
2000,"5411","Legal services",0.0658898153358264
2000,"5412OP","Miscellaneous professional, scientific, and technical services",0.436378636747201
2000,"55","Management of companies and public relations",0.176200845882253
2000,"56","Administrative, support, and other business services",0.273228225474574
2000,"61","Educational services",0.00115456878387525
2000,"621","Ambulatory health care services",0.000385062831492303
2000,"622HO","Hospitals and nursing and residential care facilities",0.000120921370366116
2000,"624","Social assistance",7.33622105525044e-05
2000,"71","All recreation industries",0.0234868941520221
2000,"721","Accomodation",0.0328382844916057
2000,"722","Food services and drinking places",0.0659198565301467
2000,"81","Other services, except government",0.138426341446036
2000,"G","All government",0.0429136898794675
2001,"111CA","Farms",0.053902515845068
2001,"113FF","Forestry, fishing, and related activities",0.0501252108006634
2001,"211","Oil and gas extraction",0.248524394234199
2001,"212","Mining, except oil and gas",0.0522526560231738
2001,"22","Utilities",0.259301493796576
2001,"23","Construction",0.0764858924261738
2001,"311FT","Food and beverage and tobacco products",0.0515057089609111
2001,"313TT","Textile mills and textile product mills",0.0271400610741925
2001,"315AL","Apparel and leather and allied products",0.00743154085849601
2001,"321","Wood products",0.0509909386733182
2001,"322","Paper products",0.106820037003931
2001,"323PPI","Printing, publishing, and related",0.0592828555673437
2001,"324","Petroleum and coal products",0.103604946058708
2001,"325","Chemical products",0.232851898508525
2001,"326","Plastics and rubber products",0.0788591828767454
2001,"327","Nonmetallic mineral products",0.0415970360364931
2001,"331","Primary metals",0.203842583356533
2001,"332","Fabricated metal products",0.141708635273089
2001,"333","Machinery",0.0718353248856997
2001,"334","Computer and electronic products",0.154423779549895
2001,"335","Electrical equipment, appliances, and components",0.0405977771171607
2001,"3361MV","Motor vehicles, bodies and trailers, and parts",0.0939191517624939
2001,"3364OT","Other transportation equipment",0.0059619914054589
2001,"337","Furniture and related products",0.00448394658888781
2001,"339","Miscellaneous manufacturing",0.0120231852506754
2001,"42","Wholesale trade",0.25781665056651
2001,"44RT","Retail trade",0.0327838539306015
2001,"481","Air transportation",0.0285304239553156
2001,"482","Rail transportation",0.0277156258688983
2001,"483","Water transportation",0.00212406205342177
2001,"484","Truck transportation",0.0662370040096993
2001,"485","Transit and ground passenger transportation",0.00834404842290401
2001,"486","Pipeline transportation",0.0268111028551859
2001,"487OS","Other transportation and support activities",0.0918645385793749
2001,"493","Warehousing and storage",0.0163432584341958
2001,"512","Theaters, motion pictures, and sound recording",0.0256161454092691
2001,"513","Broadcasting and telecommunications",0.165575861459428
