date,FU666000105.Q,FU665013005.Q,FU664090005.Q,FU663020003.Q,FU662051003.Q,FU664022005.Q,FU663069105.Q,FU663061105.Q,FU663061705.Q,FU663062005.Q,FU663063005.Q,FU663069005.Q,FU663092305.Q,FU663064105.Q,FU663092103.Q,FU663090005.Q,FU663070605.Q,FU663094705.Q,FU663093005.Q,FU664194005.Q,FU664190005.Q,FU662151003.Q,FU663163003.Q,FU664123005.Q,FU663168005.Q,FU663167005.Q,FU663192305.Q,FU663170003.Q,FU663178003.Q,FU663190005.Q,FU663170605.Q,FU663194705.Q,FU663193005.Q,FU663181105.Q,FU663164105.Q,FU663192103.Q,FU662090003.Q,FU663194605.Q,FU663194505.Q,FU667005005.Q,FU664160000.Q,FU664166903.Q,FU664161103.Q,FU664161703.Q,FU664166203.Q,FU664166303.Q,FU664164103.Q,FU664169305.Q
1996:Q4,930,2282,33471,351,-4595,14396,5614,-2653,-3010,2986,11459,7816,674,10791,-657,4695,7236,11113,-13654,56841,33017,-11126,1213,42600,5075,37525,224,-179,185,100,-3578,-757,4435,23824,42,701,-135,1765,21451,22018,-7426,0,-2852,0,0,-450,-3898,-226
1997:Q1,1759,2271,147663,-891,52466,23118,1540,1818,14924,-576,5412,7813,14,-8344,382,73105,94965,8118,-29978,163494,144309,75721,-714,-7449,1226,-8675,413,3381,-224,73181,79673,-7826,1334,19185,1726,1125,1061,1104,14169,15320,42555,0,18269,0,0,4596,9644,10046
1997:Q2,2473,2317,81610,3318,5560,-11441,709,-8181,-2859,1099,-2209,9906,12,10383,242,63630,52667,4576,6387,87365,79732,37212,8734,18182,375,17807,336,-1307,-151,16726,6770,6536,3420,7633,64,1111,1217,3522,1719,5912,-17435,0,-3525,0,0,-966,-11956,-988
1997:Q3,2724,2425,150362,873,82406,8826,-1595,-373,6184,-438,5048,17927,-26,4293,-420,36483,28313,2242,5928,162417,146248,87294,-1718,3991,1106,2885,131,7273,221,49056,31310,1209,16537,16169,1062,1285,1044,1432,11346,12354,9033,0,5324,0,0,1068,-1825,4466
1997:Q4,1742,2439,-41997,2731,-41518,-8203,-82,2802,-10640,1903,-2186,4595,-564,12339,1051,-12428,-47280,2444,32408,-32809,-43472,-37445,1757,18304,436,17868,1383,-3691,235,-24015,-46298,13285,8998,10663,1372,119,-248,1634,7786,8491,-47543,0,-19822,0,0,-4701,-11806,-11214
1998:Q1,-2583,3075,313280,3245,55475,75764,821,32417,40888,-688,2326,8742,42,4613,525,164874,138306,4031,22537,335585,308352,80636,-258,28393,2929,25464,37,-406,-260,200210,117477,2514,80219,27233,2973,-370,835,926,22869,16648,21730,0,11837,0,0,2860,-417,7450
1998:Q2,-2480,3170,19892,-2692,9651,-31834,3217,-28005,-11149,2789,1314,11222,64,1943,194,31344,37853,2382,-8891,25966,18438,13456,5002,15717,1083,14634,112,1337,10,-17196,9405,17497,-44098,7528,728,-229,-307,3022,4314,425,5591,0,2012,0,0,599,925,2055
1998:Q3,-3570,3216,-31,3699,-45271,15791,5121,11157,8837,-911,-8413,-2609,2,-5014,387,32984,2752,1684,28548,6679,1345,-7309,-649,33169,-6052,39221,104,913,-302,-24581,-32318,6771,966,5334,-59,-244,-256,-1355,7248,-76,-22658,0,-15068,0,0,-2945,2016,-6661
1998:Q4,-2944,3313,-217672,-556,-111749,-74033,-5386,-23491,-32236,-1344,-11576,3553,247,11416,1894,-48444,-49078,1382,-748,-192726,-219285,-162222,3098,-7538,-736,-6802,79,-2850,471,-50323,-34712,-5684,-9927,26559,1572,-88,74,23947,1054,18689,-56271,0,-16472,0,0,-4208,-24203,-11388
1999:Q1,-1540,3540,89550,-919,20295,45022,770,8626,30395,-688,5919,7898,272,-1360,1805,16537,55360,3735,-42558,129021,86767,24006,-7777,-6683,-2005,-4678,656,497,25,76043,98666,5264,-27887,42254,1141,976,132,1845,38160,34391,33494,0,15494,0,0,3664,6171,8165
1999:Q2,-3206,3652,8890,3182,-560,-24302,-16,-29488,276,2478,2448,23213,223,-2902,1951,8085,21185,-1923,-11177,17438,3396,-25141,-4574,4059,3177,882,-263,12110,96,17109,5789,7819,3501,14042,4062,-1291,396,4966,5909,1690,38522,0,18202,0,0,4776,5418,10126
1999:Q3,-2351,3755,693,-907,21557,8327,559,2192,8969,-903,-2490,2038,192,-11241,1704,-20977,-19385,1558,-3150,3495,-1377,19078,4441,15132,-3589,18721,412,-1517,113,-39036,-41275,-18854,21093,4872,1193,138,363,1192,1986,-3304,594,0,-1213,0,0,-119,3367,-1441
1999:Q4,-2124,3783,48145,1977,4125,-5789,-3357,-6283,-935,-443,5229,42109,4310,12958,-6212,-5333,63398,2484,-71215,75582,44459,34112,-9314,47117,4720,42397,1538,837,682,-30513,41098,-34998,-36613,31123,1288,662,1626,7668,19879,21530,-6967,0,3295,0,0,731,-11559,566
2000:Q1,-6257,4438,332394,-1594,1938,54176,4220,8488,27038,-1276,15706,58992,-270,2219,2902,214031,204837,153,9041,329157,325189,46508,11107,61383,2871,58512,118,2907,243,202923,180326,-18667,41264,3968,2946,543,237,2707,-2465,-13931,3000,0,8124,0,0,2656,2938,-10718
2000:Q2,-7327,4589,-24362,-149,22918,-12706,8020,-12862,-7947,-1009,1092,-17020,13,3342,2838,-23598,-17347,996,-7247,-15039,-25887,22924,-170,-18251,-2375,-15876,141,5639,-702,-35468,-42319,6314,537,10848,-435,795,893,3006,6589,-2593,-7456,0,-5196,0,0,-1004,329,-1585
2000:Q3,-7574,4642,39992,-6187,-15984,48645,7203,12579,21584,832,6447,6309,301,7945,1922,-2959,-20917,6913,11045,49269,38223,30952,6342,20999,1251,19748,1184,-3493,50,-17811,-21826,-792,4807,11046,2646,-517,-344,13004,-3743,-2939,-5971,0,-2728,0,0,-882,-926,-1435
2000:Q4,-8045,4674,13618,9548,62897,-34923,-6220,-8979,-14876,-149,-4699,-40232,158,-856,-2405,19431,-25536,3343,41624,22965,13180,56461,-1644,41329,-2043,43372,1460,3,325,-84754,-63056,677,-22375,9785,1730,-377,49,7705,678,-3372,-9763,0,-7556,0,0,-1379,5165,-5993
2001:Q1,-4846,4669,74742,625,54946,96713,5427,28683,54032,1321,7250,-37005,107,-1515,122,-39251,17298,3937,-60486,113241,72328,69258,-5937,-8152,-995,-7157,951,-576,-888,17672,37597,-580,-19345,40913,376,374,1837,24790,13536,28984,23414,0,5343,0,0,732,12267,5072
2001:Q2,-2769,4573,168365,6112,29201,-5316,193,-23755,12018,1155,5073,2231,-209,2162,-132,134316,67390,4561,62365,173820,166848,51384,8906,7018,1193,5825,344,-2018,112,101102,14326,4218,82558,6972,1327,1507,1407,7964,-5233,-1887,34596,0,16811,0,0,3750,3798,10237
2001:Q3,-1015,4507,142809,16661,5468,6211,5962,9273,-13052,2037,1991,66923,863,-6187,12437,40433,27596,4556,8281,135527,142537,55857,3151,93948,2424,91524,533,2815,127,-13894,14797,1132,-29823,-7010,788,1405,489,319,-10011,-12803,4493,0,-5457,0,0,-886,12740,-1904
2001:Q4,859,4352,58238,-6607,21882,-8623,-2632,-27891,8788,3394,9718,-64344,1072,10548,3223,101087,52323,5276,43488,64003,55436,-8665,-4721,-50917,-7455,-43462,39,3075,443,116182,31020,-30101,115263,8567,908,1998,890,-5263,10034,2272,22217,0,13232,0,0,2720,-3495,9760
2002:Q1,3736,3446,54763,-4066,39340,3274,-514,-2327,5743,-5244,5616,-13995,534,-10418,3682,36412,56417,5948,-25953,70806,52643,47299,-3918,-14152,567,-14719,-96,-2864,21,26353,41410,19112,-34169,18163,1248,-963,-919,996,17801,16333,46346,0,21434,0,0,5212,10451,9249
2002:Q2,2812,3406,-50544,2636,36834,33399,3162,-8619,21322,3472,14062,-18318,513,2922,2081,-110611,-91943,699,-19367,-55851,-50642,107042,4380,-33274,2320,-35594,-887,-5765,-279,-121859,-101630,-14985,-5244,-5209,737,615,-116,-760,-5685,-5901,-5412,0,-10227,0,0,-2308,8772,-1649
2002:Q3,1756,3395,-21220,-5230,63876,-20082,-6461,8134,-12167,1917,-11505,-17615,54,-15552,2588,-29259,-34503,4604,640,-28612,-19808,21587,3809,-10780,-5010,-5770,-724,1185,-17,-34868,-34084,-11229,10445,-8804,-552,-329,-253,-3789,-3881,-9031,19813,0,-2357,0,0,-223,19515,2878
2002:Q4,1340,3318,-101957,3757,-33187,-9316,-852,5184,-25025,1074,10303,-2878,913,17411,-4976,-73681,-12919,2749,-63511,-72584,-102183,-50600,-5990,-8108,-3893,-4215,-3840,5651,-268,-39028,10931,-11183,-38776,29599,1397,2436,651,13175,11940,27394,-43993,0,-13835,0,0,-4637,-16780,-8741
2003:Q1,1386,2993,192473,-41,-29741,51039,3198,4564,55899,-1677,-10945,11594,-387,-11544,3370,168183,168102,653,-572,204276,190480,-9587,9608,17333,5068,12265,-200,-8917,287,181956,176068,-2324,8212,13796,517,1097,-629,4729,8082,10197,8842,0,2757,0,0,184,4241,1660
2003:Q2,3447,3059,405238,-597,94211,-28588,-4828,-28568,-4797,2580,7025,81279,482,6024,1414,251013,236313,2074,12626,408267,400247,97099,-4057,106264,6801,99463,8,6752,295,193886,167368,-6303,32821,8020,2497,577,757,8107,-3918,3417,55627,0,30939,0,0,5991,3782,14915
2003:Q3,4183,3144,-47918,278,-60742,41428,4209,15099,5479,2282,14359,-10892,198,521,2036,-20745,35,-2923,-17857,-45536,-52654,503,2465,-18667,-4777,-13890,-391,-2785,56,-33835,-33814,3574,-3595,7118,4382,493,4,5367,-3128,3422,-7571,0,-1644,0,0,-188,-5829,90
2003:Q4,4684,3193,80769,3305,15421,64829,3282,32880,9857,460,18350,-45758,1627,8181,2822,30342,10891,4052,15399,96631,80218,77522,-1649,-19451,-839,-18612,-375,-4250,-234,28655,4948,1457,22250,16413,1010,1290,349,4053,9711,17353,11150,0,12554,0,0,2392,-7617,3821
2004:Q1,6859,3375,268476,5800,89828,-20610,163,-25411,14928,-97,-10193,21453,884,10029,10827,150265,142331,3702,4232,293589,266674,103183,12987,42443,4778,37665,-126,6381,169,101637,82519,-2381,21499,26915,830,-1630,-1497,21331,7881,28597,13179,0,6761,0,0,1166,2283,2969
2004:Q2,1908,3466,163972,466,143434,-4638,437,-18488,-6661,6211,13863,14706,476,-18803,4327,24004,79654,1714,-57364,172711,163514,46215,618,21157,-2867,24024,-491,-2522,114,98423,81261,-25271,42433,9197,5494,-1242,-215,12769,-7609,7181,107085,0,43516,0,0,11790,22785,28994
2004:Q3,4830,3592,264905,-348,103358,104979,-80,16910,74270,2359,11520,-3173,33,-2981,1059,61978,42257,3470,16251,272809,261442,217829,8301,-9160,2855,-12015,-27,2159,299,42041,39033,-3497,6505,11367,3170,613,829,12419,-5664,9142,-33739,0,-17294,0,0,-4451,-4515,-7479
2004:Q4,6836,3683,129087,9801,-57677,-70817,-1861,-19468,-48869,-1871,1252,53414,1339,26074,14697,152256,129842,3209,19205,156877,128547,-69711,-6660,61324,-3127,64451,1394,1804,-138,140534,104103,-12374,48805,28330,594,-388,617,13683,13824,30944,-26531,0,-1749,0,0,-1291,-16587,-6904
2005:Q1,7601,3338,236010,-2049,74991,70604,2384,25189,13686,4686,24659,5455,126,-3380,4864,85399,120083,4927,-39611,247298,234694,192390,2789,-11536,979,-12515,-154,-1068,413,51860,67159,71145,-86444,12604,518,-696,280,4586,7916,15551,34513,0,15006,0,0,3814,9748,5945
2005:Q2,-827,3426,95221,-1880,42168,7498,12077,-30266,7670,-4363,22380,-10610,-404,-2601,659,60391,32753,9851,17787,115569,94351,105731,-1306,11177,1214,9963,-762,77,-1354,-19212,-48812,5176,24424,21218,21,-766,-151,7375,14739,16095,-13842,0,-10052,0,0,-994,-3758,962
2005:Q3,4402,3502,160278,-1224,83470,-8352,1335,-20445,4047,3007,3704,1651,745,-1323,-808,86119,87099,-1080,100,154101,157773,124007,7000,-5490,1002,-6492,283,10178,540,21255,251,14222,6782,-3672,2007,-788,-187,-3669,-1035,-5278,13335,0,7770,0,0,1727,-1596,5434
2005:Q4,1258,3547,-80288,-1268,-73849,19707,-3565,11367,-33976,7718,38163,-18432,-1746,43199,-9106,-38793,-65544,3782,22969,-45271,-83342,-52280,-8359,1314,4027,-2713,-90,-2148,286,-22065,-17169,-19199,14303,38071,3984,-179,213,16507,17546,32728,-48204,0,-18999,0,0,-4333,-13893,-10979
2006:Q1,5139,4103,421614,6061,33755,28319,6452,-7717,29114,-6929,7399,19621,-512,11004,6435,316931,303911,2163,10857,427965,413688,131544,8775,35164,6994,28170,-363,-7177,486,245259,227087,1298,16874,14277,5176,-3865,446,7226,5294,7387,8122,0,8650,0,0,2140,-4158,1490
2006:Q2,5143,4185,31501,12132,6389,12007,917,-34855,32296,2757,10892,7091,-337,-14341,2165,6395,24166,7661,-25432,41681,30388,32151,1633,41554,825,40729,626,13036,245,-58857,-82867,5910,18100,11293,-649,-1510,-443,6753,7142,11139,72301,0,31224,0,0,7460,19160,14457
2006:Q3,3997,4273,322919,-4875,78878,58105,6380,4920,43372,-323,3756,13303,161,1888,1757,173702,140122,6676,26904,330105,320774,229774,1242,9242,574,8668,656,-5610,458,85012,48728,-4445,40729,9331,1268,-1103,-196,9871,-509,6910,4110,0,-127,0,0,14,-1310,5533
2006:Q4,6029,4351,78160,10702,-134210,46846,-9690,16661,3158,12513,24204,40985,356,21637,5545,86299,73389,15382,-2472,105899,80035,-6790,-5223,2272,2688,-416,1323,4951,-464,83966,46934,15258,21774,25864,-192,959,-1795,16635,10257,29416,-44718,0,-14013,0,0,-3409,-18653,-8643
2007:Q1,-10706,5696,684323,1379,161787,120210,12823,-2430,71477,-2251,40591,-9967,-2830,3204,9523,401017,376209,-10568,35376,687081,675584,324101,14864,42535,1428,41107,356,3373,743,289612,241914,-61666,109364,11497,4642,5364,2930,-5259,3820,-13644,52561,0,17714,0,0,5332,12128,17387
2007:Q2,-8242,5798,317912,7966,43218,-48148,2746,-60063,-9064,6390,11843,65306,-1683,5494,15781,229978,175245,5388,49345,328681,314817,8840,9963,64421,725,63696,60,13821,-65,217777,122521,-1898,97154,13864,1624,1980,588,8531,1141,-3271,77491,0,37954,0,0,9270,11400,18867
2007:Q3,-174,5886,-107368,-3530,-9899,82489,6155,70294,5762,-9073,9351,-35912,-1390,17601,2678,-159405,-160213,9430,-8622,-72803,-105277,92200,-7342,5093,5476,-383,56,-3344,-14,-191926,-139519,27492,-79899,32474,2341,1500,608,5541,22484,28506,-99877,0,-44966,0,0,-9272,-23957,-21682
2007:Q4,-6888,5980,-259627,18685,-27710,49704,1086,1724,67834,7922,-28862,28541,-386,23516,2674,-354651,-296057,19069,-77663,-247647,-251448,-159644,-21470,108363,-3636,111999,-221,-16287,-1283,-160906,-123821,10627,-47712,3801,3905,280,1127,-35035,33524,-888,-59823,0,-33302,0,0,-6011,-8892,-11618
2008:Q1,-15239,5144,174550,17398,93994,86536,20374,23615,42224,16899,-16576,45067,-46,-47142,3528,-24785,60282,2452,-87519,197392,174623,136412,15566,166868,41555,125313,-56,-2348,-143,-141676,-64455,6877,-84098,22769,17189,8017,544,4419,-7400,2459,60518,0,15306,0,0,6036,26303,12873
2008:Q2,-19481,5181,-538013,-6773,5799,-187301,-4581,-27182,-57938,-14073,-83527,-71475,-18,28649,1671,-308565,-255551,17763,-70777,-526036,-544200,-230246,4112,-74084,-50529,-23555,86,-4407,574,-240235,-244852,62855,-58238,18164,7461,8233,142,3510,-1182,-12685,-59150,0,-20501,0,0,-5895,-14725,-18029
2008:Q3,-25455,5172,99346,46329,84752,126355,51033,11281,79152,13377,-28488,96432,-1388,-9624,3527,-247037,-223847,11439,-34629,118135,102826,57987,-7555,213531,213727,-196,1919,-4725,-79,-158252,-15872,7554,-149934,15309,10810,20460,1110,-23316,6245,-11839,-41862,0,-25791,0,0,-1539,-1996,-12536
2008:Q4,-40657,4957,-1913495,-41856,-490062,-218178,-88240,69798,-113639,-22215,-63882,-199356,-436,5515,6423,-975545,-912999,15833,-78379,-1863393,-1906699,-829560,20141,-452952,-171915,-281037,-832,-13195,-53,-630248,-625971,32702,-36979,43306,6921,9612,-2241,25132,3882,4488,-158714,0,-84565,0,0,-17353,-15526,-41270
2009:Q1,-11597,6476,-213262,-16914,64924,-94555,-15822,38247,-94558,-1269,-21153,-52310,0,-32854,0,-81553,-42836,-25217,-13500,-150166,-218706,-134254,-15028,-100310,-26835,-73475,-1482,26627,196,5545,26258,-36935,16222,68540,-3604,-4091,2868,73367,0,45024,31926,0,10467,0,0,2302,12777,6380
2009:Q2,6692,6274,61184,-11136,-47027,4582,11383,6845,-15755,-1012,3121,4042,0,4599,0,106124,59600,4538,41986,28407,38173,-38146,15098,-7653,-19364,11711,138,6719,1819,60198,12933,20699,26566,-9766,5480,2081,-3131,-14196,0,-32359,-5117,0,8036,0,0,-2741,-11328,916
2009:Q3,16992,6223,135590,-10095,42043,-50775,-11730,-49282,-1580,558,11259,25097,0,945,0,128375,72329,12651,43395,113564,128364,23698,6888,17796,-9233,27029,-118,12397,1748,65955,29302,-47709,84362,-14800,1945,192,-568,-16369,0,-11257,47934,0,24825,0,0,4083,3288,15738
2009:Q4,12499,6289,-138312,8788,-163274,-11771,-7994,20372,-37848,-5449,19148,32751,0,21201,0,-26007,-34421,-37743,46157,-174972,-142467,-148084,-11174,1069,2142,-1073,64,3152,-529,13035,806,-24481,36710,-32505,-3194,3112,2081,-34504,0,-30451,-20523,0,-4297,0,0,-1825,-9842,-4559
2010:Q1,3830,5000,284851,-544,224949,53006,-3043,29472,23725,4918,-2066,-21805,0,-36133,0,65378,46753,1417,17208,302714,277932,219027,-599,-817,-161,-656,1986,-7849,-1335,67519,47179,5049,15291,24782,1365,7110,849,15458,0,16693,56625,0,25041,0,0,5691,10166,15727
2010:Q2,-1561,5074,-65646,-4105,84236,-22760,-5404,-19481,15981,-5711,-8145,21141,0,-12577,0,-131581,-116688,4209,-19102,-46933,-67460,385,8655,1529,-1124,2653,-34,-10222,-24,-67749,-30527,1649,-38871,20527,1805,-2098,-239,21059,0,12078,21674,0,816,0,0,892,15941,4025
2010:Q3,1239,5206,6566,3451,-74424,1503,1098,16211,-20058,2941,1311,10822,0,-1514,0,66728,29537,22850,14341,-26073,8582,-57559,-4792,14276,1367,12909,184,3082,2008,51383,17298,22095,11990,-34655,-1099,-168,934,-34322,0,-36605,-7641,0,600,0,0,-502,-9750,2011
2010:Q4,7675,5308,58378,7400,8680,27668,2051,-16927,24182,2960,15402,44589,0,21172,0,-51131,-45094,-24562,18525,42090,48180,34016,33607,14774,6164,8610,1965,-37001,-2720,3539,-3484,-36592,43615,-6090,4762,9643,4618,-25113,0,-13921,-2526,0,7375,0,0,1601,-11881,379
2011:Q1,1041,4696,188716,-8162,59583,24355,3338,10532,9366,-3362,4481,34073,0,773,0,78094,83522,-2108,-3320,175185,185074,80880,-1484,6867,298,6569,816,314,580,97101,105482,304,-8685,-9889,1596,5226,-1765,-14946,0,-17186,50626,0,26367,0,0,5732,7033,11494
2011:Q2,1891,4845,58860,16649,17467,-12952,2651,8236,-10657,2141,-15323,429,0,-97,0,37364,28748,6831,1785,65528,57676,-9650,-18173,56605,9790,46815,828,848,112,27106,11803,-47287,62590,7852,566,5555,320,1411,0,3714,63,0,-4430,0,0,-72,1303,3262
2011:Q3,-9451,5075,-103928,5644,144297,-55138,-1488,4377,-16107,-5313,-36607,-51005,0,-31566,0,-116160,-94965,-13199,-7996,-59044,-98022,27548,-10854,26268,17668,8600,1054,-2930,-651,-138457,-90472,-13877,-34108,38978,635,3716,-1312,35939,0,30359,-9972,0,-16216,0,0,-2190,14975,-6541
2011:Q4,504,5226,-120168,795,-66778,2083,1402,78386,-50775,-5496,-21434,-8065,0,29419,0,-77622,-118772,-33874,75024,-162726,-110308,-28320,-7382,-57875,3231,-61106,501,-2042,-1156,-14034,-45583,40587,-9038,-52418,-7257,-466,1006,-45701,0,-47280,-110193,0,-39385,0,0,-9713,-37471,-23624
2012:Q1,6992,4244,174689,5518,-33005,65504,1564,4606,45665,3540,10129,4670,0,4506,0,127496,78283,2831,46382,158878,165556,31855,6189,5668,-2983,8651,-195,3054,456,118529,85007,36910,-3388,-6678,-17657,1866,9608,-495,0,-13064,31407,0,19717,0,0,3603,-1990,10077
2012:Q2,2280,4352,-20105,-12187,25707,-13518,-9016,9948,2462,-3911,-13001,-10422,0,-7052,0,-2633,9263,-7939,-3957,1592,-20360,35103,4122,16671,-2343,19014,-181,-3836,-143,-72096,-35112,-29966,-7018,21952,-772,2084,425,20215,0,19625,4694,0,-1467,0,0,38,5027,1096
2012:Q3,4520,4349,76771,8309,32691,-21490,-1471,-17370,-944,-2706,1001,19829,0,16865,0,20567,-4044,147797,-123186,271503,69124,21223,-16308,8232,-341,8573,357,-492,830,55282,41671,119936,-106325,202379,194,3975,609,197601,0,194903,-7090,0,491,0,0,-1074,-6176,-331
2012:Q4,2283,4427,16193,14701,29722,35670,-3286,68595,-40752,-2337,13450,39336,0,15126,0,-118362,-104843,43980,-57499,4674,14621,42988,4332,2234,-4529,6763,130,1239,-596,-35706,-30444,81358,-86620,-9947,636,7925,-202,-18306,0,-13663,-57297,0,-22480,0,0,-5698,-14318,-14801
2013:Q1,4902,4729,-2291,-16556,-119648,-31150,24,-33724,-7380,4503,5427,6939,0,-23701,0,181825,134559,66426,-19160,-6761,-8416,-123215,-1059,-6560,10033,-16593,530,1153,1341,119394,88797,50656,-20059,1655,3180,1430,813,-3768,0,-4297,15394,0,10949,0,0,2818,-3990,5617
2013:Q2,-769,4679,-158814,10123,-39594,-52807,-758,-10216,-29557,-10820,-1456,8895,0,-4024,0,-81407,-45835,4996,-40568,-155863,-159155,-83659,13962,48382,-9219,57601,393,257,16,-138506,-108430,25045,-55121,3292,-3571,2087,537,4239,0,-2497,20326,199,11665,0,130,3454,1628,3250
2013:Q3,5494,4766,-100823,-4960,-65041,-9029,1548,48615,-59309,-466,583,10261,0,-1029,0,-31025,-26626,4974,-9373,-102530,-99466,-91125,-6946,51,8545,-8494,601,-2313,162,104,-16701,-48405,65210,-3064,3185,2489,-2647,-6091,0,-979,6989,6,5379,0,6,1243,-2955,3310
2013:Q4,3116,4878,-37658,-5077,-92922,-41794,-2274,-31694,-15587,492,7269,30740,0,52068,0,19327,-6620,-17641,43588,-21411,-40381,-141313,16277,27016,-655,27671,414,1216,-876,56885,20480,-51090,87495,18970,2994,1567,4205,10204,0,14485,-57578,-25,-16169,0,-15,-4868,-22434,-14067
2014:Q1,3387,4986,52254,496,-47695,-5676,5671,-2872,804,-2347,-6932,-7859,0,-35246,0,148234,138551,-1673,11356,67678,47796,-55959,10327,55459,8514,46945,1257,239,798,35675,28811,-8046,14910,19882,715,-889,1610,18446,0,13825,48160,25,18433,0,12,4491,11314,13885
2014:Q2,4731,5109,4194,2129,-42999,-29602,-1948,-27407,-6253,1029,4977,55876,0,12910,0,5880,-5305,-186,11371,-6220,6773,-35483,-9346,1565,252,1313,837,2985,620,45595,42688,18771,-15864,-12993,2263,1604,1060,-17920,0,-10792,-10937,-2,-3298,0,-3,-1052,-5582,-1000
2014:Q3,2508,5234,-77501,2362,-9845,-50598,-11517,-33004,-6205,-2450,2578,27743,0,13952,0,-61115,-50061,-26127,15073,-82351,-79595,-70833,10521,28341,1922,26419,1894,2098,271,-51887,-28547,-9147,-14193,-2756,733,-439,896,-3946,0,-7576,-11337,-6,-3181,0,-7,-751,-2617,-4775
2014:Q4,800,5261,-97521,-4945,-67678,-11590,-19,-4051,-1010,2587,-9097,-1725,0,15708,0,-27291,-49344,-9084,31137,-91029,-100022,-58590,-22,-19931,2675,-22606,902,-1956,-1363,-19062,-24074,-22798,27810,8993,696,5644,761,1892,0,2032,-45133,-18,-20114,0,-13,-3793,-14008,-7187
2015:Q1,5392,5694,-9691,5899,-13947,2168,852,13163,-9285,1710,-4272,-15404,0,-30576,0,42169,31864,-1083,11388,-18493,-9952,-12447,-16466,1916,1640,276,544,1262,824,14415,5191,-8522,17746,-8541,908,2811,297,-12557,0,-9104,-3114,0,-2237,0,0,-409,-1161,693
2015:Q2,6732,5723,-103185,-3568,32407,-12246,-2061,-4276,-5168,-1292,551,15565,0,-1469,0,-133874,-114818,-5514,-13542,-89939,-103060,-54957,28382,-25410,2672,-28082,910,4434,-626,-55793,-55795,50241,-50239,13121,-1418,4529,41,9969,0,14256,10815,3,6234,0,4,1990,1631,953
2015:Q3,446,5770,-45612,1458,72427,5073,-109,-10304,29920,-3237,-11197,-75124,0,-24367,0,-25079,-785,-27485,3191,-14887,-50608,13420,-407,-4129,-5213,1084,-460,590,-169,-59453,-46072,-42581,29200,35721,1129,-3168,4252,33508,0,25401,31801,12,8430,0,7,2868,13620,6864
2015:Q4,3182,5809,-177582,-9475,-110371,-28770,-46,5803,-25499,-2068,-6960,-18330,0,34208,0,-44844,-46234,861,529,-183240,-173587,-125426,-4090,-21686,2669,-24355,649,2106,-855,-24285,-23480,7966,-8771,-9653,609,2380,693,-13335,0,-8285,-42452,-19,-13636,0,-14,-3275,-15505,-10003
2016:Q1,-999,6563,1327,4809,-17976,9199,795,11262,11858,4701,-19417,-11344,0,-41543,0,58182,63407,411,-5636,14814,-1172,-2217,-11834,39158,-707,39865,1851,-1023,850,-27957,-10185,19845,-37617,15986,16,6305,1233,8432,0,5925,14473,9,4177,0,5,700,4421,5161
2016:Q2,3693,6661,82237,3087,82112,7033,-3251,3335,5975,389,585,-269,0,8373,0,-18099,-50277,-1986,34164,99915,80520,56868,-8454,12082,9157,2925,614,1623,-566,18353,10599,-28053,35807,19395,-252,4207,-245,15685,0,14710,-8716,-1,-4099,0,-3,-1153,-2657,-803
2016:Q3,9518,6786,4046,10088,6859,6894,-3437,3527,-8302,5531,9575,20780,0,11890,0,-52465,-52046,-727,308,-72655,731,13147,14630,-22191,4384,-26575,-15676,4540,534,5747,-33023,132895,-94125,-73386,960,-134786,18246,42194,0,-73969,-2788,0,642,0,0,-109,-3778,457
2016:Q4,7021,6910,-207719,-4859,-91584,-23958,208,-12501,-11680,-2891,2906,-34933,0,29113,0,-81498,-98537,6169,10870,-218554,-198941,-122979,3502,-20919,-746,-20173,1852,5229,-756,-64870,-73745,-2691,11566,-19613,-2028,14247,-1897,-29935,0,-10725,-38594,-22,-9985,0,-8,-2840,-14123,-11616
2017:Q1,403,7485,96835,7748,-13767,44504,-2068,19048,21646,-1422,7300,6788,0,-25000,0,76562,80240,-21175,17497,77556,91999,46788,577,20331,2615,17716,-1450,-1402,632,26523,36141,-57951,48333,-14443,757,-7675,1777,-9302,0,-26362,23284,14,10484,0,7,2644,2498,7637
2017:Q2,726,7639,156912,-6665,65755,17663,221,20629,-1348,1186,-3025,7702,0,17856,0,54601,31947,-413,23067,143390,155260,82331,36101,3056,4836,-1780,913,-3109,162,35806,17211,-7807,26402,-11870,781,10635,-853,-22433,0,-20435,-10863,-4,-3159,0,-4,-1180,-4024,-2492
2017:Q3,2371,7763,-84712,-758,-61091,-28535,-202,-15263,-5108,-4016,-3946,3781,0,2735,0,-844,972,7366,-9182,-105584,-91936,-90798,9703,-18281,7205,-25486,-195,2400,702,4533,14064,14870,-24401,-13648,4441,1619,1359,-21067,0,-26264,9086,6,5466,0,3,1161,-492,2942
2017:Q4,4974,7950,-51050,-567,5448,-14074,-2421,-12016,-16679,9378,7664,34934,0,-18068,0,-58723,-44630,21050,-35143,-53692,-49565,41067,10146,-45832,-524,-45308,1829,10012,-2432,-64355,-40111,32658,-56902,-4127,3302,20792,-1331,-26890,0,-5618,-31194,-12,-10406,0,-8,-2635,-11839,-6294
