date,FA174090005.Q,FA173020005.Q,FA173030005.Q,FA153030505.Q,FA173034005.Q,FA174022005.Q,FA173061105.Q,FA153061705.Q,FA173062005.Q,FA153063005.Q,FA174023005.Q,FA153064105.Q,FA153064205.Q,FA163070005.Q,FA153040005.Q,FA153050005.Q,FA173099005.Q,FA175050005.Q,FA175012005.Q,FA175013005.Q,FA155111003.Q,FA155420003.Q,FA115020005.Q,FA176300005.Q,FA176320005.Q,FA176330005.Q,FA156300103.Q,FA172010005.Q,FA175012865.Q,FA175013865.Q,FA155111005.Q,FA155420003.Q,FA115020005.Q,FA174190005.Q,FA173165105.Q,FA173165205.Q,FA153166000.Q,FA173169005.Q,FA173199005.Q,FA175440005.Q,FA176007025.Q,FA155111005.Q,FA313154015.Q,FA156600075.Q,FA176007005.Q,FA156007015.Q,FA176007085.Q,FA156012005.Q,FA176007026.Q,FA176007006.Q,FA156007016.Q,FA176007086.Q
2000:Q1,777203,-58121,340191,17964,197141,-401601,-111005,-185684,7407,-112319,223058,-437929,229857,10112,49868,432028,174636,1563229,479242,225356,877483,-6687,-12165,985146,221299,156872,605150,578083,257943,68484,272333,-6687,-12165,1086056,392174,103818,123161,256120,210783,35948,305179,272333,-1052,3447,37345,296727,-259382,7199618,4.238817341707593,0.5187076899539667,4.1214269979323905,-3.602719307978424
2000:Q2,772308,-101361,342660,2764,64471,-115389,-306071,126121,-5968,70529,-61323,-81184,25238,10112,32364,433684,220272,1586514,481068,239279,859432,-6674,13409,1004844,225706,159856,617412,581670,255362,79423,242020,-6674,13409,899918,427361,111489,194169,-68664,235563,35915,489974,242020,-2460,3506,253920,315106,-61186,7319561,6.6940414919215,3.46906393671719,4.3049849574311905,-0.8359210207140003
2000:Q3,713000,-134517,226144,-5328,209479,-29603,-182782,60166,47481,45532,51148,-398159,112778,10112,47608,439103,184236,1590520,477372,246557,868700,-6808,4699,1022828,228644,162616,629667,567692,248728,83941,239033,-6808,4699,915146,446065,91776,195193,41610,140502,35384,400930,239033,-929,3587,166414,336307,-169893,7464027,5.3714991900735125,2.229541977612679,4.50570449437013,-2.2761625167574513
2000:Q4,1379069,-75392,454786,15048,265426,181549,-42169,2217,-32358,253859,226909,-347395,-40133,10112,46504,489722,151932,1608321,481876,249896,872669,-7089,10969,1036599,230114,165253,639315,571722,251762,84643,233354,-7089,10969,781005,421192,118123,193657,-171280,219312,35313,1205099,233354,5170,3673,970248,319143,651105,7556664,15.947497265220667,12.839636682957659,4.2233318829578765,8.616304799999783
2001:Q1,833113,129465,499229,10076,503295,-785485,-4649,-712652,95062,-163246,-62405,-165631,-12449,900,108172,463554,144392,1599622,490943,242166,872829,-7321,1005,1049932,239804,165455,642655,549690,251139,76711,230174,-7321,1005,687641,499041,68027,173966,-112631,59238,36150,731312,230174,4334,3776,500581,358495,142086,7673477,9.530387929833253,6.523516889854177,4.67187169519111,1.8516451946630663
2001:Q2,962063,-54987,374157,-9324,147344,-429112,-498421,690,59001,9618,39455,-111103,261618,900,106248,431136,205732,1597874,505240,237879,865924,-7687,-3482,1069455,244647,169963,652789,528419,260593,67916,213135,-7687,-3482,955945,615281,88278,126982,36589,88815,25546,560083,213135,1588,3766,349126,341631,7495,7703502,7.270504678794164,4.5320437916709135,4.43474928675296,0.09729450491795412
2001:Q3,1898341,45384,229069,-284,276159,653591,345037,315144,51466,-58057,368299,-498632,-39798,900,13816,641800,208036,1621595,516658,244675,870077,-7999,-1816,1085021,247593,174946,660416,536574,269065,69729,209661,-7999,-1816,1178248,613771,99158,87214,236833,141272,19752,1276419,209661,-2452,3747,1072957,494442,578515,7883495,16.19102932318627,13.610162874668715,6.27186292374131,7.338299950927407
2001:Q4,839245,194201,87247,1152,197554,-341726,-112999,-321405,13965,78713,-150593,26598,170506,900,87584,373422,192400,1682614,516367,248395,937877,-8260,-11765,1097775,249996,177552,668144,584839,266371,70843,269733,-8260,-11765,621506,469372,108962,214074,-235102,64200,34652,837230,269733,3466,3735,567767,258044,309723,7755899,10.794752637785818,7.320447779796117,3.327067564959265,3.9933802148368525
2002:Q1,653182,-220199,534101,-3620,-144578,-183915,-154484,-50344,95273,-74359,-25453,-188786,154870,4740,98572,543589,83860,1694704,532488,251302,916028,-8150,3036,1103219,257162,174126,671931,591485,275326,77176,244097,-8150,3036,973992,693805,90820,108270,5510,75587,34504,305178,244097,5025,3753,59809,436958,-377149,7957569,3.835070410418733,0.7515982924974199,5.491099103256284,-4.739500810758863
2002:Q2,873173,-10267,134996,1792,-66817,265326,-62774,-126669,95473,359297,-96957,-108423,99440,4740,98860,428714,121768,1707315,548686,255213,917105,-8301,-5388,1117590,258958,178648,679984,589725,289728,76565,237121,-8301,-5388,830426,616423,92612,130886,-72372,62878,32571,665043,237121,-4902,3757,436581,474767,-38186,8080919,8.229794548992118,5.402617704361046,5.875160981071584,-0.4725432767105374
2002:Q3,535792,119886,478999,6248,-108391,14693,-60724,-189380,45175,219622,-7166,-569837,-67906,4740,63388,489271,111868,1741705,552739,256847,939928,-8403,594,1134155,261381,182675,690099,607550,291358,74172,249829,-8403,594,1034274,803895,80273,94802,-45557,100862,33675,142743,249829,-4045,3753,-99288,441534,-540822,8132548,1.7552076272304755,-1.220866735322009,5.429220952646084,-6.650087687968092
2002:Q4,1372478,25910,109007,624,180671,165955,-234889,-107624,107992,400476,-27769,225246,73388,4740,-112,525386,89432,1746028,571916,254381,925276,-8454,2909,1153798,264040,188947,700811,592230,307876,65434,224465,-8454,2909,1153019,901834,78749,86762,5188,80486,15498,827187,224465,-9386,3757,615865,453135,162730,8220458,10.062537486766859,7.491853081654395,5.512284108744306,1.9795689729100896
2003:Q1,146162,-113770,501634,6764,-167797,-639304,-22156,-508753,-581,-107814,74305,-376968,-13399,4340,77252,728804,64300,1759771,594836,253978,914518,-8426,4865,1166024,279419,183216,703389,593747,315417,70762,211129,-8426,4865,997426,699240,85064,117060,58861,37202,14755,-242763,211129,-6156,3823,-443913,425661,-869574,8285363,-2.930016735461117,-5.357794878081814,5.137505743562473,-10.495300621644287
2003:Q2,2150666,59253,362591,9948,-11374,-392679,-49200,-243399,94169,-194249,418026,718815,358736,4340,81384,482902,58724,1801748,605325,260809,945754,-8442,-1698,1178131,281652,186901,709578,623617,323673,73908,236176,-8442,-1698,1495323,848938,136610,128920,343401,37454,12353,1291313,236176,-1350,3875,1060362,430175,630187,8387901,15.394942385950042,12.64156440677806,5.128517849698035,7.513046557080025
2003:Q3,1183050,-14883,270085,-11876,-183991,106260,44188,373677,13226,-324832,-12774,219621,174500,4340,87372,458921,85474,1874726,644579,260318,977620,-8471,680,1194525,284414,191834,718277,680201,360165,68484,259343,-8471,680,1023307,890439,131474,95964,-99713,5143,12072,852015,259343,-2855,3949,599476,469914,129562,8586985,9.92217237705807,6.98121715998255,5.472398053565949,1.5088191064166014
2003:Q4,1152264,-34298,183303,6780,-292402,51365,-80621,276950,30988,-175952,-23858,441424,213639,4340,48632,533741,19598,1914883,675762,262651,982592,-8514,2392,1215256,287980,198704,728572,699627,387782,63947,254020,-8514,2392,1052209,801719,165961,81756,-155079,157852,14831,814513,254020,2349,4054,562198,433820,128378,8652611,9.41349013899491,6.4974366416132465,5.013746717609286,1.483689924003961
2004:Q1,1467613,-36017,515440,9452,-92041,-74545,-54629,-210183,150820,39447,101350,-27978,188013,9632,7276,599362,267668,1955949,698770,261382,996601,-8934,8130,1237000,307193,191361,738446,718949,391577,70021,258155,-8934,8130,1303378,849411,78182,131741,62374,181669,13707,896890,258155,-4926,4234,647895,402134,245761,8758765,10.239917019547386,7.397106906080397,4.591218054143479,2.805888851936919
2004:Q2,1001576,-18146,582908,10740,-91023,-356428,-321768,-175433,136964,3809,158966,-82555,-139305,9632,55120,602497,269170,2012524,735473,266537,998234,-8889,21169,1262311,312319,198557,751435,750213,423154,67980,246799,-8889,21169,1534958,1088956,154842,75377,52909,162874,13861,230691,246799,-647,4352,-11109,447437,-458546,8907978,2.5897138474745187,-0.12470473343529545,5.022879490721688,-5.147584224156984
2004:Q3,1590902,96882,274350,3900,-158349,304635,14073,134071,165871,-9380,-38931,-265097,262414,9632,48184,742686,310596,2048819,755858,273137,1016096,-8703,12431,1288081,317645,206560,763876,760738,438213,66577,252220,-8703,12431,1315958,979514,152926,130933,-8581,61166,-55176,980506,252220,414,4458,732330,405660,326670,9009501,10.883024669636088,8.12842374545073,4.502580109597635,3.6258436358530948
2004:Q4,1654132,59718,389278,11600,-142979,624004,267223,698601,139763,-481584,256582,-749415,254150,9632,54948,634507,252106,2095581,778356,277791,1036701,-8382,11115,1309373,324499,213342,771532,786208,453857,64449,265169,-8382,11115,1759543,1133657,184439,130693,153494,157260,13339,694136,265169,1275,4528,432220,412969,19251,9192274,7.551298191473964,4.701988706804143,4.49256625727214,0.2094224495320038
2005:Q1,950427,-61086,522921,22552,-82930,-392947,-449029,-154109,117430,92760,-30914,-109028,82080,9872,17336,615960,356611,2125926,807069,285622,1036216,-9361,6380,1332795,342977,208030,781788,793131,464092,77592,254428,-9361,6380,1493524,931662,130706,113566,-26772,344362,14607,264640,254428,-956,4652,15821,229276,-213455,9120285,2.9016687762162054,0.17346669824583322,2.513912668299291,-2.340445970053458
2005:Q2,2238492,-79022,715433,-11412,-28547,457407,-77586,319105,97079,118808,48776,-22108,169273,9872,9616,637035,332169,2181673,835423,289198,1062312,-9041,3781,1358642,349839,214607,794196,823031,485584,74591,268116,-9041,3781,1838063,1193281,109882,112290,10027,412583,13964,1237424,268116,2491,4681,971498,206961,764537,9261799,13.360518851308163,10.489303620435075,2.234565876456615,8.25473774397846
2005:Q3,1356713,-57678,724170,8140,68932,-718502,-203593,-355733,132883,-292058,-31466,64372,309462,9872,41916,534159,403336,2233900,867020,296120,1075285,-8927,4402,1390015,357263,224923,807829,843885,509757,71197,267456,-8927,4402,1821804,1185214,114104,96954,31043,394489,-162918,215876,267456,-1569,4689,-45322,167231,-212553,9396375,2.2974385437843576,-0.482331853230999,1.7797395272112917,-2.2620713804422903
2005:Q4,1940115,-138622,280532,-10948,139217,705621,24788,272193,102079,306561,12836,-266608,208861,9872,14372,624406,360576,2228182,881520,304008,1040679,-9016,10991,1414664,365641,232165,816858,813518,515879,71843,223821,-9016,10991,1763338,1209252,116948,78934,-60186,418390,-5024,985272,223821,126,4640,765965,233244,532721,9556135,10.31036014412759,8.015422275117684,2.4407775737785204,5.574644701339164
2006:Q1,1859867,70456,778569,16128,94632,144073,189028,-1220,-39901,-3833,81964,-703735,241206,8104,99464,638687,390319,2285843,887378,318488,1078456,-9554,11075,1434651,377517,233110,824024,851192,509861,85378,254432,-9554,11075,2001551,1261370,210502,78986,90115,360578,20182,729691,254432,-2797,4648,482704,309870,172834,9783857,7.458106976956244,4.933676624511564,3.1671558568364193,1.7665207676751453
2006:Q2,1917676,77568,564748,19148,226324,-50974,-136538,-394855,156293,324126,126893,-57901,-10042,8104,20012,612239,381558,2246621,850727,329308,1073897,-9795,2484,1457331,384079,237208,836044,789290,466648,92100,237853,-9795,2484,2098058,1327275,215540,114821,71623,368800,15235,624143,237853,-237,4590,391117,293766,97351,9906545,6.300307637150233,3.948069010988179,2.9653728923656026,0.9826961186225761
2006:Q3,1131209,20034,536046,-3668,258917,-542442,-150602,-30939,90093,-450993,-51250,-239924,159402,8104,65460,541987,378544,2221281,806385,336650,1084440,-10278,4084,1477164,390295,239998,846871,744117,416090,96652,237569,-10278,4084,1736821,1001790,228136,124000,54563,328332,15727,154233,237569,-1825,4560,-76951,241897,-318848,9992331,1.5435089907170998,-0.7701039416313337,2.420826531867289,-3.1909304734986224
2006:Q4,1548201,-146586,236397,-7212,249252,-152703,-196444,-117106,55523,105323,20749,-5148,423762,8104,76996,486336,358255,2199765,774171,341655,1092747,-11002,2194,1497021,396845,242355,857821,702744,377326,99300,234926,-11002,2194,1669361,694138,252793,162621,150598,409211,15731,597315,234926,-436,4591,367416,258267,109149,10097401,5.915534675269648,3.6387220183627935,2.5577571892014586,1.0809648291613352
2007:Q1,1652506,274976,747608,14352,303319,-506064,-173507,98589,55582,-486729,105208,-644263,390767,9896,43316,520635,392757,2192730,742778,348082,1104724,-10675,7821,1512530,393977,254145,864408,680200,348801,93937,240316,-10675,7821,1436024,789233,263082,110870,11716,261124,3214,899895,240316,-293,4685,664557,279494,385063,10267698,8.764335472664555,6.472308064731249,2.7220707114681404,3.7502373532631093
2007:Q2,765620,-213200,542091,25580,313959,-293684,-99923,58764,140934,-393460,231179,-1073109,166696,9896,66980,619884,369348,2176524,711168,363860,1110974,-11232,1754,1528229,398323,254919,874987,648295,312845,108941,235987,-11232,1754,1854221,916786,276810,138751,213382,308493,5304,-435002,235987,-160,4707,-666123,296280,-962403,10406081,-4.180271199673003,-6.401281428513723,2.847181374044657,-9.24846280255838
2007:Q3,3210552,-271843,553749,19656,837516,1379879,-245315,856563,12700,755932,94362,-543648,182363,9896,25816,514032,408774,2143572,665702,368851,1116753,-11485,3751,1544114,402308,256120,885686,599458,263394,112731,231067,-11485,3751,1436987,777948,294944,181309,-161858,344644,4621,2377643,231067,-1404,4723,2152703,249833,1902870,10482565,22.681885238137315,20.53603323540751,2.383319349796543,18.152713885610964
2007:Q4,3025989,-74509,500319,11516,561402,1324372,266437,587644,-20809,491100,476092,-1198484,414803,9896,57288,580232,363061,2090387,610498,367795,1120257,-11435,3272,1557147,406125,256718,894304,533240,204373,111077,225953,-11435,3272,1398879,492190,309839,169925,68237,358688,15789,2176138,225953,116,4748,1954817,228088,1726729,10602170,20.52540641303041,18.437898919181393,2.1513331704735914,16.286565748707805
2008:Q1,2126766,191094,627210,-14628,978023,-169806,142238,-54333,-113741,-143969,477875,-717286,30980,7504,41728,556535,117536,2006796,559363,378233,1087970,-11151,-7619,1563992,388181,277455,898356,442804,171182,100778,189614,-11151,-7619,1281831,367224,197590,144508,234322,338187,14179,1301918,189614,-3793,4783,1120880,300736,820144,10733994,12.12892381392932,10.442336189319636,2.8017157453227566,7.640620443996879
2008:Q2,691626,101166,-185190,-22228,-232181,854576,264544,353064,146988,89979,-24348,-812215,291406,7504,57680,574559,80897,1973732,531598,379648,1073086,-10865,265,1576607,392457,275167,908983,397125,139141,104481,164103,-10865,265,403952,72097,241719,67224,-188450,211362,17244,702043,164103,-713,4794,543447,512391,31056,11061837,6.346531057444145,4.912811235610654,4.632060660449073,0.28075057516158064
2008:Q3,2091608,103826,611929,-31928,-34695,1442789,396998,572039,-21350,495101,23429,-753267,-183235,7504,85656,689788,129813,1908668,500149,384443,1033557,-10648,1167,1582840,396927,270867,915046,325828,103222,113576,118511,-10648,1167,1020563,-3319,254044,-20082,389268,400651,-36639,1360235,118511,-1860,4841,1248425,386320,862105,10964447,12.405866302427542,11.386116417851124,3.523387910033219,7.862728507817905
2008:Q4,1580527,700082,9051,-2536,855533,2048649,818427,537594,100355,592273,-1014261,-1241593,-468870,7504,106092,534850,46026,1768696,445338,390711,950715,-10502,-7566,1587523,398919,266781,921823,181173,46419,123930,28892,-10502,-7566,-598216,-238108,277635,-54401,-844733,261391,22072,2381988,28892,-1242,4898,2359236,606446,1752790,10912439,21.828194457785052,21.619697528594426,5.55738272626312,16.062314802331308
2009:Q1,915652,-70636,-180600,-17508,79688,749695,430633,-662581,224142,757501,-268970,285792,-121494,-808,72028,444405,-55938,1681490,398919,362980,949520,-10536,-19393,1584125,379926,281858,922341,97365,18993,81122,27179,-10536,-19393,6013,189614,24684,-83844,-110433,-14008,12351,1019356,27179,-615,4910,997702,616408,381294,10830420,9.411968140887549,9.212034902709002,5.691450562397395,3.5205843403116064
2009:Q2,312069,215381,-67106,288,-381192,-1532269,-140616,-1467202,135192,-59643,38412,933408,565085,-808,11664,603389,-74184,1619451,369505,345279,940275,-10441,-25167,1576773,376158,279666,920949,42678,-6653,65613,19326,-10441,-25167,64840,101817,28306,-148610,65100,18227,6834,296740,19326,-2455,4972,284841,743161,-458320,10946227,2.7108927151208237,2.6021844195166177,6.789197775635386,-4.187013356118768
2009:Q3,541235,-45158,70830,1712,-661129,-65673,712905,-354829,126079,-549829,44128,21957,658459,-808,8056,544071,-35210,1656925,383896,334009,978468,-10329,-29119,1573168,373983,277534,921651,83757,9913,56475,56817,-10329,-29119,25421,-74607,54963,-59524,59635,44954,-97149,502421,56817,-3285,4980,453869,552528,-98659,10888261,4.614336593384012,4.168428415431754,5.074529348626012,-0.9061009331942566
2009:Q4,1212072,-1691,771619,-13164,-628623,173087,484946,-281080,209586,-240365,12454,-155409,447871,-808,46696,612975,-52936,1641479,386285,315368,958709,-10199,-8684,1574235,375354,279223,919658,67244,10931,36145,39051,-10199,-8684,76750,44721,14122,-86311,98727,5490,-58408,1144158,39051,1127,4973,1108952,587655,521297,10988307,10.41250281932496,10.092114177606001,5.34800310912318,4.744111068482821
2010:Q1,452257,-499129,218390,-17008,-655169,331920,83452,-64405,104339,208534,19759,-12124,279606,6064,4760,662817,112371,1635762,374806,322804,952658,-10155,-4351,1570170,368563,285375,916232,65592,6243,37429,36426,-10155,-4351,-377279,-283516,-22684,-88259,-51157,68337,-60145,834983,36426,-3543,4977,807077,601846,205231,11096944,7.524442092221937,7.272966572138319,5.423529216692451,1.8494373554458678
2010:Q2,1259849,210796,-68571,11476,-302629,747044,923643,-92266,53084,-137417,43536,-343892,179332,6064,5772,636399,134522,1680200,391395,327416,973945,-10018,-2538,1567420,369181,282114,916125,112780,22214,45302,57820,-10018,-2538,-102332,-30399,-25470,-72542,62623,-36543,-26294,1448666,57820,-1477,4953,1397276,702739,694537,11298797,12.821418012898075,12.36658986744173,6.219591342334941,6.146998525106788
2010:Q3,704292,-87877,464015,10136,-71618,-924661,16292,127553,-8453,-1060053,19451,-9349,374896,6064,55792,706241,161201,1664154,357074,330446,981896,-9893,4631,1566108,370182,281967,913959,98046,-13108,48479,67937,-9893,4631,-308979,-180554,-44490,14711,50794,-149440,-4499,1106818,67937,-3879,4904,1047664,696731,350933,11381992,9.724292775490436,9.204579461569228,6.121345015881227,3.083234445688
2010:Q4,1783730,215873,120277,13584,-249775,550381,22346,15046,202505,310484,84402,3689,216530,6064,3056,686059,133590,1697367,364972,335825,1006170,-9780,180,1569442,373214,282612,913616,127925,-8242,53213,92554,-9780,180,10854,-21717,-40626,33478,86170,-46450,-21788,1879012,92554,-2005,4857,1793320,684383,1108937,11498297,16.34165697713552,15.596398216684406,5.952037940922904,9.644360275761503
2011:Q1,919074,248978,364101,9348,-15147,-560853,-902570,640907,-13986,-285203,-20661,22406,117255,14544,64848,516903,157353,1703370,364422,329747,1016024,-9722,2899,1578964,362622,296163,920179,124406,1800,33584,95845,-9722,2899,225123,-51413,47973,100880,120175,7507,1020,819377,95845,-3565,4394,731492,773709,-42217,11711592,6.996294278047259,6.245879175248387,6.606352065543267,-0.36047289029487994
2011:Q2,1601441,124724,736992,-17248,79874,-12980,-693067,189578,-25099,515609,169509,-454401,251028,14544,73336,496333,139730,1715659,369735,339774,1011332,-9611,4429,1589334,366506,295340,927488,126325,3229,44434,83844,-9611,4429,-48306,-75405,-14577,84228,-14705,-27847,-1586,1774486,83844,-2351,4385,1697378,749283,948095,11803351,15.033747400320719,14.3804792057594,6.348053192690788,8.03242601306861
2011:Q3,2066478,590396,160357,-3656,-274765,1338189,692313,188163,16731,440982,-50327,-804122,225176,14544,128728,531168,210790,1738905,376327,355750,1018665,-9491,-2346,1600607,369970,294238,936399,138298,6357,61512,82266,-9491,-2346,-76669,-141080,-20463,107889,-78413,55398,-811,2280634,82266,-5768,4418,2208554,785916,1422638,11921126,19.131027073499755,18.526387749811796,6.592632273159431,11.933755476652363
2011:Q4,1400207,160382,399317,-28088,-102890,280680,379792,-219964,28190,92661,-194304,-6616,108805,14544,87908,495229,185240,1797734,386136,367877,1038888,-9361,14194,1607819,373266,293075,941478,189915,12870,74802,97410,-9361,14194,39324,-53853,-23578,144658,-95937,68033,4488,1555286,97410,-1503,4442,1463821,796225,667596,11987448,12.974291787550627,12.211284588220213,6.642156028539185,5.569128559681027
2012:Q1,638298,74563,387948,-4412,-65782,-1043003,-393053,-595414,-136498,81963,62170,-17149,407887,9036,-32340,654962,204417,1841815,408686,363711,1072102,-9241,6557,1609799,364968,302691,942140,232016,43718,61020,129962,-9241,6557,364102,-66756,91296,141364,93630,104568,6911,513123,129962,-4138,4554,391853,909652,-517799,12252058,4.1880557065468995,3.198262523474403,7.4244832990506575,-4.2262207755762535
2012:Q2,1644257,-20304,392033,-22240,-16969,665023,528724,273960,16340,-154002,55903,-164569,211136,9036,-55704,419724,171189,1852348,413866,377364,1067829,-9141,2430,1623314,368821,304183,950310,229034,45045,73181,117519,-9141,2430,300545,-64670,86959,161139,-10810,127927,8147,1580894,117519,-2472,4612,1470459,974070,496389,12364178,12.786080675031755,11.892899300319955,7.878162219922748,4.0147370803972064
2012:Q3,1814759,114585,144015,5360,30399,269757,-221051,110004,-123370,504174,-40393,120455,448423,9036,15544,508493,189084,1869226,428309,382113,1075475,-9081,-7590,1636175,372915,309565,953695,233051,55394,72548,121780,-9081,-7590,252178,-134577,85840,143756,31962,125198,10729,1806361,121780,-3043,4653,1692277,859911,832366,12301844,14.683660746226959,13.756285805815077,6.990098395004847,6.76618741081023
2012:Q4,1878793,395676,500356,-10228,214808,234267,673092,-39759,-131316,-267750,73356,-549421,273818,9036,31408,521873,183845,1926474,455476,394623,1096094,-9062,-10657,1651425,376149,317881,957395,275049,79327,76742,138699,-9062,-10657,226100,-70363,89479,188461,-99824,118347,-64694,1863048,138699,-787,4716,1729851,1162472,567379,12715043,14.652310846782001,13.604762587345249,9.142493658888924,4.462268928456322
2013:Q1,902423,30093,-48411,12876,-122937,-977341,-194644,-401906,-56347,-324444,-80261,795275,502792,5660,2300,506740,275638,2018070,479753,424573,1110242,-9429,12931,1655646,384951,310347,960348,362424,94802,114226,149894,-9429,12931,409870,-34298,78994,200968,62099,102107,18187,873165,149894,-2756,5217,731244,590013,141231,12254044,7.125523405961859,5.967368908300757,4.814843165244062,1.1525257430566955
2013:Q2,722336,165626,391149,15248,35159,-1348511,-294395,-183922,-75580,-794615,230182,372540,33295,5660,23876,515756,282357,2063906,502345,442025,1108259,-9259,20536,1677836,389898,320735,967203,386070,112447,121290,141056,-9259,20536,351932,-31371,71879,151156,50500,109767,19211,775686,141056,-1368,5171,641169,650812,-9643,12353217,6.27922129058696,5.190296774994973,5.268360460275247,-0.07806368528027297
2013:Q3,847179,210637,380123,-92,-43755,-198085,-185153,302478,-2405,-313005,-69507,-459249,163864,5660,33884,529266,294433,2102213,518042,451541,1112286,-9170,29514,1694223,394743,329746,969734,407990,123299,121795,142552,-9170,29514,305149,33832,70920,179702,-22970,43665,20913,970933,142552,-3126,5113,836620,652166,184454,12447306,7.800348102559187,6.721292426121503,5.239414858122713,1.4818775679987894
2013:Q4,1577793,321608,-129992,-17636,-136387,-245338,-146389,-106308,-38523,45881,193475,426206,250361,5660,24420,571626,313792,2103915,519391,452651,1117809,-9162,23226,1712299,400977,337891,973431,391616,118414,114760,144378,-9162,23226,894877,2808,70724,178425,502703,140216,21782,1096314,144378,-406,5118,957460,569795,387665,12510375,8.763236403882612,7.653328284143722,4.554579698849954,3.098748585293767
2014:Q1,1369781,2446,616192,1728,170033,-441035,-615596,323415,-71398,-77456,178373,-128951,242068,27480,37404,343615,320427,2089926,528009,445977,1119762,-9254,5432,1727162,411930,340786,974446,362764,116079,105191,145316,-9254,5432,699320,-4389,166127,240917,82964,213700,20369,1053594,145316,-2741,5224,916244,667867,248377,12714403,8.286621515167795,7.206345406871556,5.252838060898337,1.9535073459732182
2014:Q2,1705865,204538,542849,-10868,-78183,-234692,-387184,44145,-71650,179997,-77382,415248,224573,27480,48364,316914,327024,2150679,546503,445328,1153789,-9360,14419,1735153,416499,341833,976821,415526,130004,103495,176968,-9360,14419,673985,-574,164525,236811,29610,243614,19182,1466587,176968,-602,5230,1295451,715105,580346,12931863,11.340882325694066,10.017511863586007,5.529791028562552,4.487720835023455
2014:Q3,1463796,198502,276402,11576,-28146,125600,-74779,251585,-96365,45159,116274,-137943,178084,27480,53820,333494,308653,2197320,564558,459433,1169578,-9580,13331,1752687,422585,347601,982501,444633,141973,111832,187077,-9580,13331,215900,3666,167334,220807,-370301,194393,-21405,1671124,187077,-2462,5252,1491761,714945,776816,13089118,12.767275406630784,11.396953292858754,5.462132742633996,5.934820550224758
2014:Q4,1919759,-240358,534741,-27872,-65952,10123,167615,-69737,-28738,-59016,-17089,736866,243566,27480,68688,375409,274156,2247142,585821,480763,1183255,-9912,7215,1768602,427078,349888,991636,478540,158743,130875,191619,-9912,7215,640330,96391,171147,177754,-41048,236085,19223,1777192,191619,-1919,5285,1592777,750067,842710,13258193,13.404478292762215,12.013528496779434,5.6573848336647385,6.356143663114695
2015:Q1,2159619,139868,781945,-4664,46014,-9878,327613,61232,-67014,-331709,-5677,337901,173667,212,65192,329200,305838,2279629,601134,476133,1185409,-10066,27019,1778870,429775,355637,993458,500759,171359,120496,191951,-10066,27019,574616,51835,154039,233961,-7192,141973,20650,2106411,191951,-2900,5254,1922614,828314,1094300,13380512,15.742381677622475,14.368761930499687,6.19045070921053,8.178311221289158
2015:Q2,1346922,373710,343747,-20424,75997,-156328,94211,43436,-20810,-273164,-97077,-92789,174684,212,37036,406079,302074,2332297,620186,490556,1209944,-10375,21986,1791686,433433,358993,999260,540611,186753,131563,210684,-10375,21986,772162,193090,155772,258668,45294,119339,21338,1136709,210684,-1633,5224,932882,781359,151523,13487843,8.427655315808988,6.916465972723558,5.79306120333696,1.1234047693865978
2015:Q3,1704068,-216565,693261,-13228,120504,1446402,1029529,452488,-12742,-22873,-132201,-985056,-27703,212,60180,395920,362342,2364789,645344,494803,1218331,-10596,16907,1815199,437480,364270,1013449,549590,207864,130533,204882,-10596,16907,609124,147788,158669,250548,-51184,103304,21562,1666096,204882,-2924,5250,1469388,766046,703342,13598262,12.252269399996404,10.805701989884389,5.633411093270596,5.172290896613794
2015:Q4,1592771,181278,447795,-17028,-45223,-153925,227475,150833,-91126,-441106,-35428,302883,60724,212,33168,503561,314754,2367320,659439,483751,1218848,-10730,16012,1829886,439989,369048,1020849,537434,219450,114703,197999,-10730,16012,596542,180205,157514,190766,-42411,110468,22126,1555789,197999,-2151,5336,1365277,786574,578703,13664798,11.385379929352753,9.991200722019242,5.756206568146855,4.234994153872386
2016:Q1,2207776,93398,607938,2904,95398,228848,394523,-73235,-38359,-54080,156463,164587,64683,3184,54276,362807,373289,2366637,682844,461687,1231864,-10900,1142,1826874,449272,365322,1012280,539763,233572,96365,219584,-10900,1142,1089028,172757,244500,263909,-43664,451525,21293,1679804,219584,-2653,5505,1468378,808121,660257,13782355,12.188076825461344,10.654041697318718,5.86344641391112,4.7905952834075975
2016:Q2,2013117,34627,563631,-5240,-125052,89508,211016,17769,-4397,-134879,1174,599315,82333,3184,83364,310018,376255,2387859,693651,464231,1238533,-11143,2587,1849160,454579,371408,1023173,538699,239072,92823,215360,-11143,2587,1160855,218186,247017,231239,56163,408250,14366,1405327,215360,-2318,5574,1197859,726509,471350,13841829,10.15275356910858,8.653904605127357,5.248648859915839,3.405255745211517
2016:Q3,1443314,-62066,1369858,-2000,-287401,-70544,7247,-150600,72655,153,-148612,-344155,137994,3184,37964,370589,438504,2418419,701740,469681,1257322,-11393,1069,1872390,458781,377991,1035618,546029,242959,91690,221704,-11393,1069,1195397,241845,243322,249490,45725,415016,21443,815389,221704,-1915,5568,601168,713289,-112121,13968108,5.837502498202511,4.303858555914849,5.106554158945507,-0.802695603030657
